效果名	材质数	原 shader 列表	是否含未映射 shader	状态
RemnantBody3D Aeldari	19	Everguild/Cards/3D Card Explosion, Everguild/Cards/Gem Crystal Glitter, Everguild/Cards/Gem Crystal Glitter Explosion, Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Rays For Trail, Everguild/FX/Unlit UV scroll, Sprites/Default, Universal Render Pipeline/Particles/Unlit	是	OK
RemnantBody3D Necrons	15	Everguild/Cards/Necrons Base Death, Everguild/Cards/Shatter Inner Pieces, Everguild/FX/Card Remnant Death Icon, Everguild/FX/Extra Color, Everguild/FX/Unlit UV scroll, Sprites/Default, Universal Render Pipeline/Particles/Unlit	是	OK
RiftCannon_Laser	14	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Particle Premultiply Greyscale Coloring, Mobile/Particles/Additive, Spine/Special/HiddenPass, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	是	OK
RocketTrail	10	Universal Render Pipeline/Particles/Unlit	否	OK
Rockfall	5	Everguild/Matcap/Matcap Full Options, Legacy Shaders/Particles/Anim Alpha Blended, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
SAU_CardDraw	6	Everguild/FX/Extra Color, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_CurseOfThePhaeron	4	Everguild/FX/Particle Premultiply Greyscale Coloring, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_DamageProtocol	9	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_DamageProtocol_OLD	7	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_DamageProtocol_Quick	7	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_Dimensional_Breach_Battleground	9	Everguild/FX/Extra Color, Everguild/FX/TrailShader_Fading, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Sau_Dimensional_Breach_Spawn	12	Everguild/FX/Extra Color, Everguild/FX/TrailShader_Fading, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Sau_HealProtocol	9	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_HealProtocol_OLD	7	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_IndomitableWill	5	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_LordOfTheStorm	10	Everguild/FX/Extra Color, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_MasterChronomancer	9	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_MethodicalDestruction	11	Everguild/FX/Extra Color, Everguild/FX/Multi Ray, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_ParticleWhip	15	Everguild/FX/Extra Color, Everguild/FX/Multi Ray, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Sau_ReconstitutionProtocol	9	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Sau_ResurrectionOrb	12	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/TrailShader_1, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Sau_SolarPulse	4	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Scarab Explosion	10	Everguild/FX/Extra Color, Everguild/FX/Particle Premultiply Greyscale Coloring, Everguild/FX/Rays For Trail, Universal Render Pipeline/Particles/Unlit	是	OK
Scrapcode_aimed_target	9	Everguild/FX/Multi Ray, Mobile/Particles/Additive, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Scream_gold	2	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Scream_purple	2	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Scream_purple_nid	3	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Scream_purple_Quick	2	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Scream_Ragnar_Target	4	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Scream_SW_Ragnar	6	Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit	否	OK
Screen_Gold	2	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Screen_Red	2	Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
Screen_Top_Green	1	Universal Render Pipeline/Particles/Unlit	否	OK
ScytheAssault	9	Everguild/FX/Extra Color, Everguild/FX/Multi Ray, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
ScytheAssaultShadow	1	Universal Render Pipeline/Particles/Unlit	否	OK
Sentry_Effect	9	Everguild/FX/Extra Color, Everguild/FX/Particle Shine Custom Vertex Streams, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Shadow_Projectile	6	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Shadow_Projectile_EC	8	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Shadow_Projectile_GSC_Invulnerable	7	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
ShieldTraitEffect_Idle	9	Everguild/FX/Extra Color, Everguild/FX/ShieldVfx, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
ShieldTraitEffect_Idle Emperor's Children Variant	12	Everguild/FX/Extra Color, Everguild/FX/ShieldVfx, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
ShieldTraitEffect_Idle Necron Variant	9	Everguild/FX/Extra Color, Everguild/FX/ShieldVfx, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
ShieldTraitEffect_Idle Sororitas Variant	11	Everguild/FX/Extra Color, Everguild/FX/ShieldVfx, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
ShieldTraitEffect_Idle TAU Variant	9	Everguild/FX/Extra Color, Everguild/FX/ShieldVfx, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
Shuriken_Short_Trait	14	Everguild/FX/Extra Color, Everguild/FX/Multi Ray, Everguild/FX/Particle Shine Custom Vertex Streams, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
ShurikenEffect	6	Everguild/FX/Particle Shine Custom Vertex Streams, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
SkorchaAttackEffect	10	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Slash Repeating 2x	6	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Slash Repeating 5x	6	Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
SlayEffect	10	Everguild/FX/Extra Color, Everguild/FX/Particle Shine Custom Vertex Streams, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Smoke_Board	4	Universal Render Pipeline/Particles/Unlit	否	OK
Smoke_Explosion	5	Universal Render Pipeline/Particles/Unlit	否	OK
Sniper Target	3	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
SniperPreEffect	4	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Solar Beam Target	8	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Sororitas Saint Custom summon	6	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Sororitas Summon Basic	5	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Sororitas Summon Resurrect	7	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Sororitas_BladeOfFaith	13	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Sororitas_Destroy_Flames	12	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Sororitas_Divine Intervention_ Battleground	6	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Sororitas_Divine Intervention_Target	12	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Space Wolves Summon	9	Everguild/FX/Extra Color, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Space Wolves Summon OLD	10	Everguild/FX/Extra Color, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Space Wolves Summon Wolves	9	Everguild/FX/Extra Color, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Spore Explosion	7	Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Spore Mine Explosion	13	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Unlit UV scroll, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
Squig_BigChompaJaws	4	Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Simple Lit, Universal Render Pipeline/Particles/Unlit	否	OK
Squig_Explosion	7	Universal Render Pipeline/Particles/Unlit	否	OK
Stealth_Proc	7	Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Stealth_Proc_Eldar	8	Everguild/FX/Extra Color, Mobile/Particles/Additive, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
Stealth_Proc_UM	7	Everguild/FX/Alpha Mask One Layer, Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
StealthEffect	2	Everguild/FX/Unlit UV scroll, Universal Render Pipeline/Particles/Unlit	否	OK
StimulateEffect	11	Everguild/FX/Extra Color, Everguild/FX/Particle Shine Custom Vertex Streams, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
StompEffect	11	Everguild/FX/Extra Color, Everguild/FX/FX Shine For Animation, Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	是	OK
StrikeEffect	5	Everguild/FX/Unlit UV scroll, Universal Render Pipeline/Particles/Unlit	否	OK
StunEffect	5	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
StunEffect_idle	3	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
StunEffect_proc	2	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Summon_Generic	5	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
SW_Axe_Buff	9	Everguild/FX/Extra Color, Everguild/FX/ShieldVfx, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
SW_Tornado	6	Everguild/FX/Extra Color, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
Swarm Card Merge VFX	5	Everguild/Cards/BlobShadow, Everguild/Cards/Card Swarm Effect, Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	是	OK
Swarm_Trigger_OnTarget	4	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_10x_EC	14	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Sword_Slash_DA	8	Everguild/FX/Extra Color, Everguild/FX/Glow Shader, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	是	OK
Sword_Slash_DA_Heavy	8	Everguild/FX/Extra Color, Everguild/FX/Glow Shader, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	是	OK
Sword_Slash_EC	10	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_EC 3x	10	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_EC_User	9	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_EC_User 3x	9	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_EC_User 7x	9	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_EC_User Inverted	9	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_Simple	7	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Unlit UV scroll, Universal Render Pipeline/Particles/Unlit	否	OK
Sword_Slash_User_DA	5	Everguild/FX/Glow Shader, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	是	OK
Sword_Slash_User_DA No Tween	5	Everguild/FX/Glow Shader, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	是	OK
SynapseEffect	11	Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Unlit UV scroll, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
SynapseEffect_NoIcon	11	Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Unlit UV scroll, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Talent_Warmaster	6	Universal Render Pipeline/Particles/Unlit	否	OK
TalentEffect	5	Everguild/FX/Particle Shine Custom Vertex Streams, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Tank_Shot_Small	4	Universal Render Pipeline/Particles/Unlit	否	OK
Tap Blue Glow	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Blue Glow Blink	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Fire Eldar	4	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Firepit	3	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Firepit 2	4	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Floor Grille	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Green Glow	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Hit Metal	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Hit Metal Red	3	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Hit Metal Small	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Monolith Left Glow	3	Everguild/FX/Extra Color, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Monolith Right Glow	3	Everguild/FX/Extra Color, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Plasma generator	4	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Red Glow Eye	2	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Rock	3	Universal Render Pipeline/Particles/Unlit	否	OK
Tap Squig	1	Universal Render Pipeline/Particles/Unlit	否	OK
Tap squishy	3	Universal Render Pipeline/Particles/Unlit	否	OK
Tap Toxic Sludge	4	Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit	否	OK
Tap Toxic Sludge green	3	Universal Render Pipeline/Particles/Unlit	否	OK
Tap Webway Portal	5	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Tau Buff Ranged	11	Everguild/FX/Alpha Mask One Layer, Everguild/FX/Extra Color, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Tau Coordinated Engagement	17	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Tau_AerialBombardment	16	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Tau_RailBombardment UNUSED	30	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Tau_SummonCircle	7	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Tau_Vespid_laser	7	Everguild/FX/Multi Ray, Spine/Special/HiddenPass, UI/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	是	OK
Technomancer_Buff	3	Everguild/FX/Extra Color, Everguild/FX/TrailShader_1, Universal Render Pipeline/Particles/Unlit	否	OK
Telepathic_Control_target	4	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Telepathic_Control_User	5	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit	否	OK
Teleport Recall	7	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Teleport Trait Summon	11	Everguild/FX/Extra Color, Everguild/FX/Multi Ray, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Teleport Trigger Effect Quick	9	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Thunderhawk Flyover	3	Universal Render Pipeline/Particles/Unlit	否	OK
TideEffect	7	Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Tidewall Gunrig	19	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
TinyFlames	1	Universal Render Pipeline/Particles/Unlit	否	OK
Toxic Vapors Damage	5	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Toxic Vapors Damage quick	5	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Toxic_Entanglement	7	Custom/EditorIcon, Universal Render Pipeline/Particles/Unlit	是	OK
ToxicMiasma_Board	3	Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
ToxicMiasma_Venomthrope	2	Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
ToxicMiasma_Warlord	5	Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
Trait_GainQuest	11	Everguild/FX/Extra Color, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
TraitorsHate_Board	5	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
TraitorsHate_Target	4	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Tyranid Spawn	6	Universal Render Pipeline/Particles/Unlit	否	OK
Tyranid_Burrow	4	Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit	否	OK
TyranidInvasion_Spawn	10	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Unlit UV scroll, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
UM_AvengingSon	6	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
UM_Buff	8	Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
UM_CardDraw	6	Everguild/FX/Extra Color, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
UM_DeathFromAbove	11	Everguild/FX/Extra Color, Mobile/Particles/Alpha Blended, Shader Graphs/Fx_ParticleDissolve_apb, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
UM_MasterOfArcanaEffect	18	Everguild/FX/Extra Color, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
UM_MightOfHeroesEffect	6	Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
UM_StormravenShadow	4	Everguild/Matcap/Matcap Full Options, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
UM_StormravenShadow_Perpendicular	4	Everguild/Matcap/Matcap Full Options, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
UM_TacticalInsight	7	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
UM_Target_LockOn_Crosshair	2	Everguild/FX/Extra Color	否	OK
Unit Freezing	6	Legacy Shaders/Particles/Anim Alpha Blended, Mobile/Particles/Additive, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
UnstableEffect	15	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Alpha Blended, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
UnstableEffect_ExplosionExtra	10	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
UnstableEffect_WaaaghEnergy	17	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Alpha Blended, Sprites/Default, Sprites/Mask, Universal Render Pipeline/Particles/Unlit	否	OK
Uprising Trait	8	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
Valkyrie Flyover Hover Dust	3	Universal Render Pipeline/Particles/Unlit	否	OK
Valkyrie_MultiLaser_Hover	8	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Vanguard Onslaught Board	17	Everguild/FX/Extra Color, Everguild/FX/Rays For Trail, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	是	OK
VanguardIdleEffect	9	Everguild/FX/Extra Color, Everguild/Matcap/Matcap Full Options VAT, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
Vortex Explosion Massive	12	Everguild/FX/Alpha Masks Two Layer, Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit	否	OK
Vortex Warhead Impact	13	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/Matcap/Matcap Full Options, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
VulnerableEffect	4	Everguild/FX/Unlit UV scroll, Mobile/Particles/Additive, Sprites/Mask	否	OK
VulnerableEffectEnd	3	Everguild/FX/Unlit UV scroll, Mobile/Particles/Additive, Sprites/Mask	否	OK
Waaagh_Lightning	7	Everguild/FX/Extra Color, Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
WailingDoom	15	Everguild/FX/Extra Color, Everguild/FX/Particle Distortion Affect Transparents, Everguild/FX/Particle Premultiply Greyscale Coloring, Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit	否	OK
Warp Storm Target	11	Everguild/FX/Extra Color, Universal Render Pipeline/Particles/Unlit	否	OK
Waystone UI Gain	3	Everguild/FX/Particle Shine Custom Vertex Streams, Universal Render Pipeline/Particles/Unlit	否	OK
Waystone UI Spend	5	Everguild/FX/Extra Color, Everguild/FX/Particle Shine Custom Vertex Streams, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
WaystoneCollect	5	Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	否	OK
WaystoneTrigger	7	Everguild/Cards/Gem Crystal Glitter, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit	是	OK
WhileInPlay_Nurgle	7	Mobile/Particles/Alpha Blended, Universal Render Pipeline/Particles/Unlit	否	OK
WhileInPlay_Tzeentch	5	Everguild/FX/Extra Color, Mobile/Particles/Additive, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Whip Attack EC Daemon	9	Everguild/FX/Extra Color, Everguild/Matcap/Matcap Full Options, Universal Render Pipeline/Particles/Unlit	否	OK
Whip Attack EC Lucius	13	Everguild/FX/Extra Color, Everguild/FX/Unlit UV scroll, Everguild/Matcap/Matcap Full Options, Particles/Standard Unlit, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Particles/Extra Color	否	OK
Whip Attack EC Maulerfiend	10	Everguild/FX/Extra Color, Everguild/Matcap/Matcap Full Options, Particles/Standard Unlit, Universal Render Pipeline/Particles/Unlit, WarpforgeVFX/Matcap/Matcap	否	OK
Whip Attack EC Normal	8	Everguild/Matcap/Matcap Full Options, Particles/Standard Unlit, Universal Render Pipeline/Particles/Unlit	否	OK
