file	card_id	name	faction	ev	textA	textB	gt_from_filename	werA	werB	cerA	cerB	agree	non_speech	needs_review
VO_CW_SaimHann_Lhykhis_death.ogg	ASH_Lhykhis	Lhykhis	SaimHann	death	Ugh!	*Gasp*						content-word		1
VO_CW_SaimHann_Lhykhis_gen1.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen1	Do not think your ambitions are unnoticed.	Do not think your ambitions are unnoticed.						exact		
VO_CW_SaimHann_Lhykhis_gen2.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen2	A mere whisper can twist the strands of fate.	A mere whisper can twist the strands of fate.						exact		
VO_CW_SaimHann_Lhykhis_gen3.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen3	Vatikon demands your silence.	Vatican demands your silence!						content-word		1
VO_CW_SaimHann_Lhykhis_gen4.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen4	When you turn to see me, I will already be gone.	When you turn to see me, I will already be gone.						exact		
VO_CW_SaimHann_Lhykhis_gen5.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen5	I am the blade that severs the skeins.	I am the blade that severs the skeins.						exact		
VO_CW_SaimHann_Lhykhis_gen6.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen6	No good leader would send lives to end in vain.	No good leader would send lives to end in vain.						exact		
VO_CW_SaimHann_Lhykhis_gen7.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen7	Hubris only speeds the downfall of the arrogant.	Hubris only speeds the downfall of the arrogant.						exact		
VO_CW_SaimHann_Lhykhis_greet.ogg	ASH_Lhykhis	Lhykhis	SaimHann	greet	For the good of the Assyriani, I will end this swiftly.	For the good of the Asuriani, I will end this swiftly.						content-word		1
VO_CW_SaimHann_Lhykhis_hurry.ogg	ASH_Lhykhis	Lhykhis	SaimHann	hurry	This game's Titan, it is now or never.	This game's Titan. It is now or never.						case-punct-only		
VO_CW_SaimHann_Lhykhis_intro.ogg	ASH_Lhykhis	Lhykhis	SaimHann	intro	The webway stirs. The whisper must be heard again.	The webway stirs. The whisper must be heard again.						exact		
VO_CW_SaimHann_Lhykhis_mirror.ogg	ASH_Lhykhis	Lhykhis	SaimHann	mirror	For too long have I been silenced.	For too long have I been silenced.						exact		
VO_CW_SaimHann_Lhykhis_threat.ogg	ASH_Lhykhis	Lhykhis	SaimHann	threat	The blink of an eye is enough to weave your end.	The blink of an eye is enough to weave your end.						exact		
VO_CW_SaimHann_Lhykhis_vsEC.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vsec	The errors of the past must be cleansed.	The errors of the past must be cleansed.						exact		
VO_CW_SaimHann_Lhykhis_vsJainZar.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vsjainzar	Have they not need of you elsewhere?	Have they not need of you elsewhere?						exact		
VO_CW_SaimHann_Lhykhis_vsNecrons.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vsnecrons	Your time has passed. Your silence must begin.	Your time has passed. Your silence must begin.						exact		
VO_CW_SaimHann_Lhykhis_vsTyranids.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vstyranids	Every step, a new horror to vanquish.	Every step, a new horror to vanquish.						exact		
VO_CW_SaimHann_Lhykhis_wp.ogg	ASH_Lhykhis	Lhykhis	SaimHann	wp	A brave effort, but I have faced worse in the web way.	A brave effort, but I have faced worse in the webway.						content-word		1
VO_CW_SaimHann_Night Spinner - A silent death descends upon our foes.ogg	ASH81	Night Spinner	SaimHann	line	A silent death descends upon our foes.	A silent death descends upon our foes.	A silent death descends upon our foes	0.000		0.000		exact		
VO_CW_SaimHann_Nuadhu Fireheart - I am the bloodied blade of Khaine.ogg	ASH21	Nuadhu Fireheart	SaimHann	line	I am the bloodied blade of Cain.	I am the bloodied blade of Cain.	I am the bloodied blade of Khaine	0.143		0.111		exact		
VO_CW_SaimHann_Orian Laratharjos - Your end is woven in monofilament (Joey).ogg	ASH_Orian_Laratharjos	Orian Laratharjos	SaimHann	line	Your end is woven in monofilament.	Your end is woven in monofilament.	Your end is woven in monofilament	0.000		0.000		exact		
VO_CW_SaimHann_Ranger - Hold still.ogg	ASH9	Ranger	SaimHann	line	Hold still.	Hold still.	Hold still	0.000		0.000		exact		
VO_CW_SaimHann_Shining Spear - Strike like the spear of Khaine!.ogg	ASH76	Shining Spear	SaimHann	line	Strike like the Spear of Cain!	Strike like the spear of Cain!	Strike like the spear of Khaine!	0.167		0.115		case-punct-only		
VO_CW_SaimHann_Shining Spear Exarch - One perfect strike.ogg	ASH77	Shining Spear Exarch	SaimHann	line	One perfect strike.	One perfect strike.	One perfect strike	0.000		0.000		exact		
VO_CW_SaimHann_Shroud Runner - Surround them Strangle them like the Serpent.ogg	ASH14	Shroud Runner	SaimHann	line	Surround them. Strangle them like the serpent.	Surround them! Strangle them like the serpent!	Surround them Strangle them like the Serpent	0.000		0.000		case-punct-only		
VO_CW_SaimHann_Spinneret Warp Spider Exarch - None escapes the spider's bite (Vivienne).ogg	ASH_Warp_Spider_Exarch	Warp Spider Exarch	SaimHann	line	None escapes a spider's bite.	None escapes a spider's bite.	None escapes the spider's bite	0.200		0.120		exact		
VO_CW_SaimHann_Spiritseer - Spirits heed my words and rise.ogg	ASH26	Spiritseer	SaimHann	line	Spirits heed my words and rise.	Spirits heed my words and rise.	Spirits heed my words and rise	0.000		0.000		exact		
VO_CW_SaimHann_Spiritseer Qelenaris - Rise warden the Craftworld needs you once more.ogg	ASH35	Spiritseer Qelenaris	SaimHann	line	Rise Warden. The craft world needs you once more.	Rise, Warden. The craft world needs you once more.	Rise warden the Craftworld needs you once more	0.250		0.000		case-punct-only		
VO_CW_SaimHann_Storm Guardian - The Craftworld will never surrender.ogg	ASH8	Storm Guardian	SaimHann	line	The craft world will never surrender.	The craft world will never surrender.	The Craftworld will never surrender	0.400		0.000		exact		
VO_CW_SaimHann_Striking Scorpion - The shadows are always vigilant.ogg	ASH15	Striking Scorpion	SaimHann	line	The shadows are always vigilant.	The shadows are always vigilant.	The shadows are always vigilant	0.000		0.000		exact		
VO_CW_SaimHann_Striking Scorpion Exarch - You tread an accursed path.ogg	ASH27	Striking Scorpion Exarch	SaimHann	line	You tread in a cursed path.	You tread in a cursed path.	You tread an accursed path	0.600		0.091		exact		
VO_CW_SaimHann_Swooping Hawk - When the wind cries retribution has arrived.ogg	ASH16	Swooping Hawk	SaimHann	line	When the wind cries, retribution has arrived.	When the wind cries, retribution has arrived.	When the wind cries retribution has arrived					exact	stage-direction	
VO_CW_SaimHann_Swooping Hawk Exarch - From the skies, death rains upon you!.ogg	ASH80	Swooping Hawk Exarch	SaimHann	line	From the skies, death reigns upon you!	From the skies, death rains upon you!	From the skies, death rains upon you!	0.143		0.069		content-word		1
VO_CW_SaimHann_Vengeful Wraithblade - I am Khaines wrath.ogg	ASH28	Vengeful Wraithblade	SaimHann	line	I am King Jiroth!	I am King Roth.	I am Khaines wrath	0.500		0.400		content-word		1
VO_CW_SaimHann_Veteran Guardian - We will protect the Craftworld.ogg	ASH10	Veteran Guardian	SaimHann	line	We will protect the craft world.	We will protect the craft world.	We will protect the Craftworld	0.400		0.000		exact		
VO_CW_SaimHann_Vyper - I am always swift.ogg	ASH22	Vyper	SaimHann	line	I am always swift.	I am always Swift.	I am always swift	0.000		0.000		case-punct-only		
VO_CW_SaimHann_War Walker - May the Sting of Grief commence.ogg	ASH29	War Walker	SaimHann	line	May the sting of grief commence.	May the sting of grief commence.	May the Sting of Grief commence	0.000		0.000		exact		
VO_CW_SaimHann_Warlock - Light dims yet our hope is ever kindled.ogg	ASH11	Warlock	SaimHann	line	Light dims, yet our hope is ever kindled.	Light dims, yet our hope is ever kindled.	Light dims yet our hope is ever kindled	0.000		0.000		exact		
VO_CW_SaimHann_Warlock Skyrunner - Follow the wind bring forth Khaines fire.ogg	ASH30	Warlock Skyrunner	SaimHann	line	Follow the wind! Bring forth King's Fire!	Follow the wind! Bring forth King's fire!	Follow the wind bring forth Khaines fire					case-punct-only	stage-direction	
VO_CW_SaimHann_Warp Spider - Strike and fade.ogg	ASH17	Warp Spider	SaimHann	line	Strike and Fade.	Strike and fade.	Strike and fade	0.000		0.000		case-punct-only		
VO_CW_SaimHann_Wave Serpent - Forward Crush the interlopers.ogg	ASH37	Wave Serpent	SaimHann	line	Forward! Crush the interlopers!	Forward! Crush the interlopers!	Forward Crush the interlopers	0.000		0.000		exact		
VO_CW_SaimHann_Weapons Platform - low humming.ogg	ASH12	Weapons Platform	SaimHann	line		*throwing*	low humming					b-only	stage-direction	
VO_CW_SaimHann_Windrider - I bring swift demise.ogg	ASH13	Windrider	SaimHann	line	I bring the swift demise.	I bring swift demise.	I bring swift demise	0.250		0.176		content-word		1
VO_CW_SaimHann_Winged Autarch - Death rains from the skies.ogg	ASH39	Winged Autarch	SaimHann	line	Death reigns from the skies.	Death rains from the skies.	Death rains from the skies	0.200		0.091		content-word		1
VO_CW_SaimHann_Witchblade Warlock - The skeins of fate tell of nothing but death.ogg	ASH23	Witchblade Warlock	SaimHann	line	The Scanes of Fate tell of nothing but death.	The skeins of fate tell of nothing but death.	The skeins of fate tell of nothing but death	0.111		0.111		content-word		1
VO_CW_SaimHann_Wraithblade - I have returned so the Craftworld may never fall.ogg	ASH18	Wraithblade	SaimHann	line	I have returned, so the craft world may never fall.	I have returned, so the craft world may never fall.	I have returned so the Craftworld may never fall	0.222		0.000		exact		
VO_CW_SaimHann_Wraithguard - No more pain no more death.ogg	ASH25	Wraithguard	SaimHann	line	No more pain. No more death.	No more pain. No more death.	No more pain no more death	0.000		0.000		exact		
VO_CW_SaimHann_Wraithknight - Enough blood has flowed The fight must end.ogg	ASH44	Wraithknight	SaimHann	line	Enough blood has flowed, the fight must end.	Enough bladders flowed. The fight must end.	Enough blood has flowed The fight must end	0.000		0.000		content-word		1
VO_CW_SaimHann_Wraithlord - The spirits guide me.ogg	ASH41	Wraithlord	SaimHann	line	The Spirits Guide me.	The spirits guide me.	The spirits guide me	0.000		0.000		case-punct-only		
VO_CW_SaimHann_Yrlla the Huntress - When battle calls, we must all don the mask.ogg	ASH82	Yrlla the Huntress	SaimHann	line	When battle calls, we must all don the mask.	When battle calls, we must all don the mask.	When battle calls, we must all don the mask	0.000		0.000		exact		
VO_DA_Aggressor - There shall be no sanctuary.ogg	DA12	Aggressor	DarkAngels	line	This shall be no sanctuary.	There shall be no sanctuary!	There shall be no sanctuary	0.200		0.130		content-word		1
VO_DA_Apothecary - The Lion's sons endure I will see to it.ogg	DA8	Apothecary	DarkAngels	line	The lion's sons endure. I will see to it.	The lion's sons endure. I will see to it.	The Lion's sons endure I will see to it	0.000		0.000		exact		
VO_DA_Asmodai_attack.ogg	DA1	Asmodai	DarkAngels	attack	AAH!	All right.						content-word		1
VO_DA_Asmodai_cantDo.ogg	DA1	Asmodai	DarkAngels	cantdo	This compromises the sanctity of the hunt.	This compromises the sanctity of the hunt.						exact		
VO_DA_Asmodai_concede.ogg	DA1	Asmodai	DarkAngels	concede	Fall back! This information must reach Lord Azrael!	Fall back! This information must reach Lord Azrael!						exact		
VO_DA_Asmodai_death.ogg	DA1	Asmodai	DarkAngels	death	AHHHHH!	AHHHHHHHHHHHHHHHHHHHHH!						content-word		1
VO_DA_Asmodai_gen1.ogg	DA1	Asmodai	DarkAngels	gen1	Repent, and I will make your death swift.	Repent, and I will make your death swift!						case-punct-only		
VO_DA_Asmodai_gen2.ogg	DA1	Asmodai	DarkAngels	gen2	I have judged and found you wanting.	I have judged and found you wanting!						case-punct-only		
VO_DA_Asmodai_gen3.ogg	DA1	Asmodai	DarkAngels	gen3	With fury, brothers! Ours is the righteous outrage!	With fury, brothers, ours is the righteous outrage.						case-punct-only		
VO_DA_Asmodai_gen4.ogg	DA1	Asmodai	DarkAngels	gen4	Repent! For your life is at its end!	REPENT, FOR YOUR LIFE IS AT ITS END!						case-punct-only		
VO_DA_Asmodai_gen5.ogg	DA1	Asmodai	DarkAngels	gen5	The chapter is the only thing that matters.	The chapter is the only thing that matters.						exact		
VO_DA_Asmodai_gen6.ogg	DA1	Asmodai	DarkAngels	gen6	Let me excise that which weighs down your soul.	Let me excise that which weighs down your soul.						exact		
VO_DA_Asmodai_gen7.ogg	DA1	Asmodai	DarkAngels	gen7	There is no salvation without suffering.	There is no salvation without suffering.						exact		
VO_DA_Asmodai_greet.ogg	DA1	Asmodai	DarkAngels	greet	Paths now cross.	Our paths now cross.						content-word		1
VO_DA_Asmodai_hurry.ogg	DA1	Asmodai	DarkAngels	hurry	Time is of the essence.	Time is of the essence.						exact		
VO_DA_Asmodai_intro.ogg	DA1	Asmodai	DarkAngels	intro	Nothing can compare to the judgment of the Emperor.	Nothing can compare to the judgment of the Emperor.						exact		
VO_DA_Asmodai_mirror.ogg	DA1	Asmodai	DarkAngels	mirror	There is little to discuss, so long as the fallen remain at large.	There is little to discuss, so long as the fallen remain at large.						exact		
VO_DA_Asmodai_threat.ogg	DA1	Asmodai	DarkAngels	threat	The past will be cleansed with the blood of traitors.	The past will be cleansed with the blood of traitors.						exact		
VO_DA_Asmodai_vsAzrael.ogg	DA1	Asmodai	DarkAngels	vsazrael	You are not asking the right questions.	You are not asking the right questions.						exact		
VO_DA_Asmodai_vsBelial.ogg	DA1	Asmodai	DarkAngels	vsbelial	There is no greater priority than the hunt, Master of the Deathwing.	There is no greater priority than the hunt, master of the Deathwing!						case-punct-only		
VO_DA_Asmodai_vsOrksTyranids.ogg	DA1	Asmodai	DarkAngels	vsorkstyranids	Purge this filth swiftly. Our hunt calls us elsewhere.	Purge this filth swiftly! A hunt calls us elsewhere!						content-word		1
VO_DA_Asmodai_vsTBC1.ogg	DA1	Asmodai	DarkAngels	vstbc1	We are bringers of death! We are DarkAngels!	We are bringers of death! We are dark angels!						content-word		1
VO_DA_Asmodai_vsTBC2.ogg	DA1	Asmodai	DarkAngels	vstbc2	Empty words muttered by an empty soul.	Empty words muttered by an empty soul.						exact		
VO_DA_Asmodai_wp.ogg	DA1	Asmodai	DarkAngels	wp	Your defiance is noted.	Your defiance is noted.						exact		
VO_DA_Assault Terminator - I will not suffer your existence one moment longer.wav	DA81	Assault Terminator	DarkAngels	line	I will not suffer your existence one moment longer.	I will not suffer your existence one moment longer!	I will not suffer your existence one moment longer	0.000		0.000		case-punct-only		
VO_DA_Azrael_attack.ogg	DA3	Azrael	DarkAngels	attack	FAAAGH!	FWAAA!						content-word		1
VO_DA_Azrael_cantDo.ogg	DA3	Azrael	DarkAngels	cantdo	This is not allowed.	This is not allowed.						exact		
VO_DA_Azrael_concede.ogg	DA3	Azrael	DarkAngels	concede	Target priority assessment, others await our retribution.	Target priority assessment. Others await our retribution.						case-punct-only		
VO_DA_Azrael_death.ogg	DA3	Azrael	DarkAngels	death	Aargh!	Oh.						content-word		1
VO_DA_Azrael_gen1.ogg	DA3	Azrael	DarkAngels	gen1	Fight, sons of the lion! Fight!	Fight, Sons of the Lion! Fight!						case-punct-only		
VO_DA_Azrael_gen2.ogg	DA3	Azrael	DarkAngels	gen2	Speak your last words before the blade falls.	Speak your last words before the blade falls.						exact		
VO_DA_Azrael_gen3.ogg	DA3	Azrael	DarkAngels	gen3	Loyalty is its own reward.	Loyalty is its own reward.						exact		
VO_DA_Azrael_gen4.ogg	DA3	Azrael	DarkAngels	gen4	Stay sharp, I will tolerate no laxity.	Stay sharp. I will tolerate no laxity.						case-punct-only		
VO_DA_Azrael_gen5.ogg	DA3	Azrael	DarkAngels	gen5	To the abyss with your lies.	To the abyss with your lies.						exact		
VO_DA_Azrael_gen6.ogg	DA3	Azrael	DarkAngels	gen6	None shall stay out judgment.	None shall stay out judgment.						exact		
VO_DA_Azrael_gen7.ogg	DA3	Azrael	DarkAngels	gen7	We have come, we are dead.	We have come. We are death.						content-word		1
VO_DA_Azrael_greet.ogg	DA3	Azrael	DarkAngels	greet	Draw your blade, you might yet find absolution in battle.	Draw your blade. You might yet find absolution in battle.						case-punct-only		
VO_DA_Azrael_hurry.ogg	DA3	Azrael	DarkAngels	hurry	Ours is the moment. Do not let up.	Ours is the moment. Do not let up.						exact		
VO_DA_Azrael_intro.ogg	DA3	Azrael	DarkAngels	intro	At once, DarkAngels, ridden your blades.	At once, Dark Angels. Redden your blades.						content-word		1
VO_DA_Azrael_mirror.ogg	DA3	Azrael	DarkAngels	mirror	Eye and weapon to the enemy.	Eye and weapon to the enemy.						exact		
VO_DA_Azrael_threat.ogg	DA3	Azrael	DarkAngels	threat	I do not take your life lightly, but in service to my duty.	I do not take your life lightly, but in service to my duty.						exact		
VO_DA_Azrael_vsAbaddon.ogg	DA3	Azrael	DarkAngels	vsabaddon	You will meet your abhorrent father's fate.	You will meet your abhorrent father's fate.						exact		
VO_DA_Azrael_vsBelial.ogg	DA3	Azrael	DarkAngels	vsbelial	This is your last chance to stop this foolery brother.	This is your last chance to stop this foolery, brother.						case-punct-only		
VO_DA_Azrael_wp.ogg	DA3	Azrael	DarkAngels	wp	Your temerity only makes you caught with disaster.	Your temerity only makes you caught with disaster.						exact		
VO_DA_Ballistus Dreadnought - Death is not enough to stay our wrath.wav	DA_Ravenwing_Ballistus_Dreadnought	Ravenwing Ballistus Dreadnought	DarkAngels	line	Death is not enough to stay all rough.	Death is not enough to stay our wrath.	Death is not enough to stay our wrath	0.250		0.233		content-word		1
VO_DA_Belial_attack.ogg	DA5	Belial	DarkAngels	attack	Uh!	Ugh!						content-word		1
VO_DA_Belial_cantDo.ogg	DA5	Belial	DarkAngels	cantdo	I cannot do that.	I cannot do that!						case-punct-only		
