file	card_id	name	faction	ev	text	avg_logprob	no_speech_prob	duration_s	elapsed_s	gt_from_filename	retry_no_vad	repaired	clean_flag
VO_CW_SaimHann_Jain Zar_threat.ogg	ASH74	Jain Zar	SaimHann	threat	Only death and leave only corpses.	0.0	0.0	4.022	1.46		0		
VO_CW_SaimHann_Jain Zar_vsDrukhari.ogg	ASH74	Jain Zar	SaimHann	vsdrukhari	You are that a wretched blade from the city of Shadow!	0.0	0.0	3.659	1.63		0		
VO_CW_SaimHann_Jain Zar_vsHaarken.ogg	ASH74	Jain Zar	SaimHann	vshaarken	Might. You are but a whisper, soon to be silenced.	0.0	0.0	4.766	1.62		0		
VO_CW_SaimHann_Jain Zar_vsImotekh.ogg	ASH74	Jain Zar	SaimHann	vsimotekh	Let me show you the true essence of the storm!	0.0	0.0	3.765	1.55		0		
VO_CW_SaimHann_Jain Zar_vsKarandras.ogg	ASH74	Jain Zar	SaimHann	vskarandras	I'll pass cross again, Shadow Hunter.	0.0	0.0	2.885	1.48		0		
VO_CW_SaimHann_Jain Zar_vsTyranids.ogg	ASH74	Jain Zar	SaimHann	vstyranids	These creatures pose a threat to all life in the galaxy.	0.0	0.0	3.363	1.51		0		
VO_CW_SaimHann_Jain Zar_vsUrsula.ogg	ASH74	Jain Zar	SaimHann	vsursula	These were never your worlds.	0.0	0.0	2.254	1.49		0		
VO_CW_SaimHann_Jain Zar_wp.ogg	ASH74	Jain Zar	SaimHann	wp	Worthy foe.	0.0	0.0	2.618	1.47		0		
VO_CW_SaimHann_Lhykhis_attack.ogg	ASH_Lhykhis	Lhykhis	SaimHann	attack	Ah!	0.0	0.0	0.446	1.45		1		generic
VO_CW_SaimHann_Lhykhis_cantDo.ogg	ASH_Lhykhis	Lhykhis	SaimHann	cantdo	This is not my path.	0.0	0.0	2.431	1.42		0		
VO_CW_SaimHann_Lhykhis_concede.ogg	ASH_Lhykhis	Lhykhis	SaimHann	concede	I return to the web way. Fate shall spin a new strand.	0.0	0.0	5.269	1.58		0		
VO_CW_SaimHann_Lhykhis_death.ogg	ASH_Lhykhis	Lhykhis	SaimHann	death	Ugh!	0.0	0.0	0.805	2.65		0		
VO_CW_SaimHann_Lhykhis_gen1.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen1	Do not think your ambitions are unnoticed.	0.0	0.0	3.693	1.41		0		
VO_CW_SaimHann_Lhykhis_gen2.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen2	A mere whisper can twist the strands of fate.	0.0	0.0	3.676	1.44		0		
VO_CW_SaimHann_Lhykhis_gen3.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen3	Vatikon demands your silence.	0.0	0.0	3.116	1.42		0		
VO_CW_SaimHann_Lhykhis_gen4.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen4	When you turn to see me, I will already be gone.	0.0	0.0	3.717	1.53		0		
VO_CW_SaimHann_Lhykhis_gen5.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen5	I am the blade that severs the skeins.	0.0	0.0	3.293	1.45		0		
VO_CW_SaimHann_Lhykhis_gen6.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen6	No good leader would send lives to end in vain.	0.0	0.0	3.717	1.46		0		
VO_CW_SaimHann_Lhykhis_gen7.ogg	ASH_Lhykhis	Lhykhis	SaimHann	gen7	Hubris only speeds the downfall of the arrogant.	0.0	0.0	3.554	1.48		0		
VO_CW_SaimHann_Lhykhis_greet.ogg	ASH_Lhykhis	Lhykhis	SaimHann	greet	For the good of the Assyriani, I will end this swiftly.	0.0	0.0	4.225	1.54		0		
VO_CW_SaimHann_Lhykhis_hurry.ogg	ASH_Lhykhis	Lhykhis	SaimHann	hurry	This game's Titan, it is now or never.	0.0	0.0	3.955	1.49		0		
VO_CW_SaimHann_Lhykhis_intro.ogg	ASH_Lhykhis	Lhykhis	SaimHann	intro	The webway stirs. The whisper must be heard again.	0.0	0.0	4.228	1.54		0		
VO_CW_SaimHann_Lhykhis_mirror.ogg	ASH_Lhykhis	Lhykhis	SaimHann	mirror	For too long have I been silenced.	0.0	0.0	3.142	1.43		0		
VO_CW_SaimHann_Lhykhis_threat.ogg	ASH_Lhykhis	Lhykhis	SaimHann	threat	The blink of an eye is enough to weave your end.	0.0	0.0	4.132	1.48		0		
VO_CW_SaimHann_Lhykhis_vsEC.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vsec	The errors of the past must be cleansed.	0.0	0.0	3.003	1.48		0		
VO_CW_SaimHann_Lhykhis_vsJainZar.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vsjainzar	Have they not need of you elsewhere?	0.0	0.0	2.477	1.49		0		
VO_CW_SaimHann_Lhykhis_vsNecrons.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vsnecrons	Your time has passed. Your silence must begin.	0.0	0.0	4.228	1.49		0		
VO_CW_SaimHann_Lhykhis_vsTyranids.ogg	ASH_Lhykhis	Lhykhis	SaimHann	vstyranids	Every step, a new horror to vanquish.	0.0	0.0	3.827	1.5		0		
VO_CW_SaimHann_Lhykhis_wp.ogg	ASH_Lhykhis	Lhykhis	SaimHann	wp	A brave effort, but I have faced worse in the web way.	0.0	0.0	3.836	1.57		0		
VO_CW_SaimHann_Night Spinner - A silent death descends upon our foes.ogg	ASH81	Night Spinner	SaimHann	line	A silent death descends upon our foes.	0.0	0.0	2.811	1.55	A silent death descends upon our foes	0		
VO_CW_SaimHann_Nuadhu Fireheart - I am the bloodied blade of Khaine.ogg	ASH21	Nuadhu Fireheart	SaimHann	line	I am the bloodied blade of Cain.	0.0	0.0	3.015	1.6	I am the bloodied blade of Khaine	0		
VO_CW_SaimHann_Orian Laratharjos - Your end is woven in monofilament (Joey).ogg	ASH_Orian_Laratharjos	Orian Laratharjos	SaimHann	line	Your end is woven in monofilament.	0.0	0.0	3.258	1.64	Your end is woven in monofilament	0		
VO_CW_SaimHann_Ranger - Hold still.ogg	ASH9	Ranger	SaimHann	line	Hold still.	0.0	0.0	1.58	1.43	Hold still	0		
VO_CW_SaimHann_Shining Spear - Strike like the spear of Khaine!.ogg	ASH76	Shining Spear	SaimHann	line	Strike like the Spear of Cain!	0.0	0.0	2.53	1.55	Strike like the spear of Khaine!	0		
VO_CW_SaimHann_Shining Spear Exarch - One perfect strike.ogg	ASH77	Shining Spear Exarch	SaimHann	line	One perfect strike.	0.0	0.0	2.109	1.42	One perfect strike	0		
VO_CW_SaimHann_Shroud Runner - Surround them Strangle them like the Serpent.ogg	ASH14	Shroud Runner	SaimHann	line	Surround them. Strangle them like the serpent.	0.0	0.0	3.148	1.51	Surround them Strangle them like the Serpent	0		
VO_CW_SaimHann_Spinneret Warp Spider Exarch - None escapes the spider's bite (Vivienne).ogg	ASH_Warp_Spider_Exarch	Warp Spider Exarch	SaimHann	line	None escapes a spider's bite.	0.0	0.0	2.921	1.46	None escapes the spider's bite	0		
VO_CW_SaimHann_Spiritseer - Spirits heed my words and rise.ogg	ASH26	Spiritseer	SaimHann	line	Spirits heed my words and rise.	0.0	0.0	3.943	1.49	Spirits heed my words and rise	0		
VO_CW_SaimHann_Spiritseer Qelenaris - Rise warden the Craftworld needs you once more.ogg	ASH35	Spiritseer Qelenaris	SaimHann	line	Rise Warden. The craft world needs you once more.	0.0	0.0	4.119	1.53	Rise warden the Craftworld needs you once more	0		
VO_CW_SaimHann_Storm Guardian - The Craftworld will never surrender.ogg	ASH8	Storm Guardian	SaimHann	line	The craft world will never surrender.	0.0	0.0	2.614	1.53	The Craftworld will never surrender	0		
VO_CW_SaimHann_Striking Scorpion - The shadows are always vigilant.ogg	ASH15	Striking Scorpion	SaimHann	line	The shadows are always vigilant.	0.0	0.0	2.462	1.5	The shadows are always vigilant	0		
VO_CW_SaimHann_Striking Scorpion Exarch - You tread an accursed path.ogg	ASH27	Striking Scorpion Exarch	SaimHann	line	You tread in a cursed path.	0.0	0.0	2.403	1.5	You tread an accursed path	0		
VO_CW_SaimHann_Swooping Hawk - When the wind cries retribution has arrived.ogg	ASH16	Swooping Hawk	SaimHann	line	When the wind cries, retribution has arrived.	0.0	0.0	4.113	1.52	When the wind cries retribution has arrived	0		
VO_CW_SaimHann_Swooping Hawk Exarch - From the skies, death rains upon you!.ogg	ASH80	Swooping Hawk Exarch	SaimHann	line	From the skies, death reigns upon you!	0.0	0.0	3.361	1.48	From the skies, death rains upon you!	0		
VO_CW_SaimHann_Vengeful Wraithblade - I am Khaines wrath.ogg	ASH28	Vengeful Wraithblade	SaimHann	line	I am King Jiroth!	0.0	0.0	1.98	1.47	I am Khaines wrath	0		
VO_CW_SaimHann_Veteran Guardian - We will protect the Craftworld.ogg	ASH10	Veteran Guardian	SaimHann	line	We will protect the craft world.	0.0	0.0	2.22	1.46	We will protect the Craftworld	0		
VO_CW_SaimHann_Vyper - I am always swift.ogg	ASH22	Vyper	SaimHann	line	I am always swift.	0.0	0.0	2.098	1.43	I am always swift	0		
VO_CW_SaimHann_War Walker - May the Sting of Grief commence.ogg	ASH29	War Walker	SaimHann	line	May the sting of grief commence.	0.0	0.0	2.368	1.4	May the Sting of Grief commence	0		
VO_CW_SaimHann_Warlock - Light dims yet our hope is ever kindled.ogg	ASH11	Warlock	SaimHann	line	Light dims, yet our hope is ever kindled.	0.0	0.0	3.815	1.49	Light dims yet our hope is ever kindled	0		
VO_CW_SaimHann_Warlock Skyrunner - Follow the wind bring forth Khaines fire.ogg	ASH30	Warlock Skyrunner	SaimHann	line	Follow the wind! Bring forth King's Fire!	0.0	0.0	3.02	1.48	Follow the wind bring forth Khaines fire	0		
VO_CW_SaimHann_Warp Spider - Strike and fade.ogg	ASH17	Warp Spider	SaimHann	line	Strike and Fade.	0.0	0.0	1.938	1.42	Strike and fade	0		
VO_CW_SaimHann_Wave Serpent - Forward Crush the interlopers.ogg	ASH37	Wave Serpent	SaimHann	line	Forward! Crush the interlopers!	0.0	0.0	2.2	1.43	Forward Crush the interlopers	0		
VO_CW_SaimHann_Weapons Platform - low humming.ogg	ASH12	Weapons Platform	SaimHann	line		0.0	0.0	3.476	1.56	low humming	1	1	echo
VO_CW_SaimHann_Windrider - I bring swift demise.ogg	ASH13	Windrider	SaimHann	line	I bring the swift demise.	0.0	0.0	1.818	1.39	I bring swift demise	0		
VO_CW_SaimHann_Winged Autarch - Death rains from the skies.ogg	ASH39	Winged Autarch	SaimHann	line	Death reigns from the skies.	0.0	0.0	1.968	1.43	Death rains from the skies	0		
VO_CW_SaimHann_Witchblade Warlock - The skeins of fate tell of nothing but death.ogg	ASH23	Witchblade Warlock	SaimHann	line	The Scanes of Fate tell of nothing but death.	0.0	0.0	2.948	1.54	The skeins of fate tell of nothing but death	0		
VO_CW_SaimHann_Wraithblade - I have returned so the Craftworld may never fall.ogg	ASH18	Wraithblade	SaimHann	line	I have returned, so the craft world may never fall.	0.0	0.0	3.633	1.55	I have returned so the Craftworld may never fall	0		
VO_CW_SaimHann_Wraithguard - No more pain no more death.ogg	ASH25	Wraithguard	SaimHann	line	No more pain. No more death.	0.0	0.0	2.276	1.44	No more pain no more death	0		
VO_CW_SaimHann_Wraithknight - Enough blood has flowed The fight must end.ogg	ASH44	Wraithknight	SaimHann	line	Enough blood has flowed, the fight must end.	0.0	0.0	3.271	1.52	Enough blood has flowed The fight must end	0		
VO_CW_SaimHann_Wraithlord - The spirits guide me.ogg	ASH41	Wraithlord	SaimHann	line	The Spirits Guide me.	0.0	0.0	2.167	1.41	The spirits guide me	0		
VO_CW_SaimHann_Yrlla the Huntress - When battle calls, we must all don the mask.ogg	ASH82	Yrlla the Huntress	SaimHann	line	When battle calls, we must all don the mask.	0.0	0.0	3.158	1.53	When battle calls, we must all don the mask	0		
VO_DA_Aggressor - There shall be no sanctuary.ogg	DA12	Aggressor	DarkAngels	line	This shall be no sanctuary.	0.0	0.0	2.056	1.43	There shall be no sanctuary	0		
VO_DA_Apothecary - The Lion's sons endure I will see to it.ogg	DA8	Apothecary	DarkAngels	line	The lion's sons endure. I will see to it.	0.0	0.0	3.014	1.53	The Lion's sons endure I will see to it	0		
VO_DA_Asmodai_attack.ogg	DA1	Asmodai	DarkAngels	attack	AAH!	0.0	0.0	0.502	1.41		1		
VO_DA_Asmodai_cantDo.ogg	DA1	Asmodai	DarkAngels	cantdo	This compromises the sanctity of the hunt.	0.0	0.0	3.339	1.49		0		
VO_DA_Asmodai_concede.ogg	DA1	Asmodai	DarkAngels	concede	Fall back! This information must reach Lord Azrael!	0.0	0.0	4.422	1.54		0		
VO_DA_Asmodai_death.ogg	DA1	Asmodai	DarkAngels	death	AHHHHH!	0.0	0.0	1.694	2.26		1		
VO_DA_Asmodai_gen1.ogg	DA1	Asmodai	DarkAngels	gen1	Repent, and I will make your death swift.	0.0	0.0	3.686	1.54		0		
VO_DA_Asmodai_gen2.ogg	DA1	Asmodai	DarkAngels	gen2	I have judged and found you wanting.	0.0	0.0	3.806	1.48		0		
VO_DA_Asmodai_gen3.ogg	DA1	Asmodai	DarkAngels	gen3	With fury, brothers! Ours is the righteous outrage!	0.0	0.0	4.922	1.58		0		
VO_DA_Asmodai_gen4.ogg	DA1	Asmodai	DarkAngels	gen4	Repent! For your life is at its end!	0.0	0.0	3.01	1.57		0		
VO_DA_Asmodai_gen5.ogg	DA1	Asmodai	DarkAngels	gen5	The chapter is the only thing that matters.	0.0	0.0	3.758	1.58		0		
VO_DA_Asmodai_gen6.ogg	DA1	Asmodai	DarkAngels	gen6	Let me excise that which weighs down your soul.	0.0	0.0	4.332	1.58		0		
VO_DA_Asmodai_gen7.ogg	DA1	Asmodai	DarkAngels	gen7	There is no salvation without suffering.	0.0	0.0	3.241	1.49		0		
VO_DA_Asmodai_greet.ogg	DA1	Asmodai	DarkAngels	greet	Paths now cross.	0.0	0.0	2.236	1.41		0		
VO_DA_Asmodai_hurry.ogg	DA1	Asmodai	DarkAngels	hurry	Time is of the essence.	0.0	0.0	2.007	1.52		0		
VO_DA_Asmodai_intro.ogg	DA1	Asmodai	DarkAngels	intro	Nothing can compare to the judgment of the Emperor.	0.0	0.0	4.283	1.57		0		
VO_DA_Asmodai_mirror.ogg	DA1	Asmodai	DarkAngels	mirror	There is little to discuss, so long as the fallen remain at large.	0.0	0.0	6.076	1.67		0		
VO_DA_Asmodai_threat.ogg	DA1	Asmodai	DarkAngels	threat	The past will be cleansed with the blood of traitors.	0.0	0.0	4.228	1.54		0		
VO_DA_Asmodai_vsAzrael.ogg	DA1	Asmodai	DarkAngels	vsazrael	You are not asking the right questions.	0.0	0.0	2.829	1.49		0		
VO_DA_Asmodai_vsBelial.ogg	DA1	Asmodai	DarkAngels	vsbelial	There is no greater priority than the hunt, Master of the Deathwing.	0.0	0.0	4.822	1.66		0		
VO_DA_Asmodai_vsOrksTyranids.ogg	DA1	Asmodai	DarkAngels	vsorkstyranids	Purge this filth swiftly. Our hunt calls us elsewhere.	0.0	0.0	4.634	1.64		0		
VO_DA_Asmodai_vsTBC1.ogg	DA1	Asmodai	DarkAngels	vstbc1	We are bringers of death! We are DarkAngels!	0.0	0.0	4.31	1.68		0		
VO_DA_Asmodai_vsTBC2.ogg	DA1	Asmodai	DarkAngels	vstbc2	Empty words muttered by an empty soul.	0.0	0.0	4.172	1.62		0		
VO_DA_Asmodai_wp.ogg	DA1	Asmodai	DarkAngels	wp	Your defiance is noted.	0.0	0.0	2.843	1.51		0		
VO_DA_Assault Terminator - I will not suffer your existence one moment longer.wav	DA81	Assault Terminator	DarkAngels	line	I will not suffer your existence one moment longer.	0.0	0.0	3.756	1.64	I will not suffer your existence one moment longer	0		
VO_DA_Azrael_attack.ogg	DA3	Azrael	DarkAngels	attack	FAAAGH!	0.0	0.0	0.84	4.25		0		
VO_DA_Azrael_cantDo.ogg	DA3	Azrael	DarkAngels	cantdo	This is not allowed.	0.0	0.0	1.554	1.46		0		
VO_DA_Azrael_concede.ogg	DA3	Azrael	DarkAngels	concede	Target priority assessment, others await our retribution.	0.0	0.0	3.96	1.59		0		
VO_DA_Azrael_death.ogg	DA3	Azrael	DarkAngels	death	Aargh!	0.0	0.0	1.244	4.09		0		
VO_DA_Azrael_gen1.ogg	DA3	Azrael	DarkAngels	gen1	Fight, sons of the lion! Fight!	0.0	0.0	2.025	1.48		0		
VO_DA_Azrael_gen2.ogg	DA3	Azrael	DarkAngels	gen2	Speak your last words before the blade falls.	0.0	0.0	3.316	1.51		0		
VO_DA_Azrael_gen3.ogg	DA3	Azrael	DarkAngels	gen3	Loyalty is its own reward.	0.0	0.0	1.871	1.48		0		
VO_DA_Azrael_gen4.ogg	DA3	Azrael	DarkAngels	gen4	Stay sharp, I will tolerate no laxity.	0.0	0.0	3.206	1.65		0		
VO_DA_Azrael_gen5.ogg	DA3	Azrael	DarkAngels	gen5	To the abyss with your lies.	0.0	0.0	2.204	1.46		0		
VO_DA_Azrael_gen6.ogg	DA3	Azrael	DarkAngels	gen6	None shall stay out judgment.	0.0	0.0	2.326	1.48		0		
VO_DA_Azrael_gen7.ogg	DA3	Azrael	DarkAngels	gen7	We have come, we are dead.	0.0	0.0	2.437	1.5		0		
VO_DA_Azrael_greet.ogg	DA3	Azrael	DarkAngels	greet	Draw your blade, you might yet find absolution in battle.	0.0	0.0	4.109	1.53		0		
VO_DA_Azrael_hurry.ogg	DA3	Azrael	DarkAngels	hurry	Ours is the moment. Do not let up.	0.0	0.0	2.442	1.44		0		
VO_DA_Azrael_intro.ogg	DA3	Azrael	DarkAngels	intro	At once, DarkAngels, ridden your blades.	0.0	0.0	3.304	1.51		0		
VO_DA_Azrael_mirror.ogg	DA3	Azrael	DarkAngels	mirror	Eye and weapon to the enemy.	0.0	0.0	1.903	1.48		0		
VO_DA_Azrael_threat.ogg	DA3	Azrael	DarkAngels	threat	I do not take your life lightly, but in service to my duty.	0.0	0.0	4.628	1.54		0		
VO_DA_Azrael_vsAbaddon.ogg	DA3	Azrael	DarkAngels	vsabaddon	You will meet your abhorrent father's fate.	0.0	0.0	2.895	1.52		0		
VO_DA_Azrael_vsBelial.ogg	DA3	Azrael	DarkAngels	vsbelial	This is your last chance to stop this foolery brother.	0.0	0.0	3.514	1.61		0		
VO_DA_Azrael_wp.ogg	DA3	Azrael	DarkAngels	wp	Your temerity only makes you caught with disaster.	0.0	0.0	3.276	1.48		0		
VO_DA_Ballistus Dreadnought - Death is not enough to stay our wrath.wav	DA_Ravenwing_Ballistus_Dreadnought	Ravenwing Ballistus Dreadnought	DarkAngels	line	Death is not enough to stay all rough.	0.0	0.0	3.267	1.48	Death is not enough to stay our wrath	0		
VO_DA_Belial_attack.ogg	DA5	Belial	DarkAngels	attack	Uh!	0.0	0.0	0.321	1.37		0		generic
VO_DA_Belial_cantDo.ogg	DA5	Belial	DarkAngels	cantdo	I cannot do that.	0.0	0.0	1.029	1.45		0		
VO_DA_Belial_concede.ogg	DA5	Belial	DarkAngels	concede	So be it.	0.0	0.0	1.16	1.36		0		
VO_DA_Belial_death.ogg	DA5	Belial	DarkAngels	death	Agh!	0.0	0.0	1.29	10.73		1		
VO_DA_Belial_gen1.ogg	DA5	Belial	DarkAngels	gen1	Hold the line! Let fury be the steel in your spine!	0.0	0.0	3.885	1.51		0		
VO_DA_Belial_gen2.ogg	DA5	Belial	DarkAngels	gen2	The Lion guards us.	0.0	0.0	1.302	1.4		0		
VO_DA_Belial_gen3.ogg	DA5	Belial	DarkAngels	gen3	Where we stand, none shall pass.	0.0	0.0	2.152	1.41		0		
VO_DA_Belial_gen4.ogg	DA5	Belial	DarkAngels	gen4	Fervor must be tempered with wisdom.	0.0	0.0	1.998	1.63		0		
VO_DA_Belial_gen5.ogg	DA5	Belial	DarkAngels	gen5	You falter beneath the strain of battle.	0.0	0.0	2.146	1.5		0		
VO_DA_Belial_gen6.ogg	DA5	Belial	DarkAngels	gen6	With me, brothers, for the lion!	0.0	0.0	2.3	1.45		0		
VO_DA_Belial_gen7.ogg	DA5	Belial	DarkAngels	gen7	It is too dangerous to let you live.	0.0	0.0	2.666	1.44		0		
VO_DA_Belial_greet.ogg	DA5	Belial	DarkAngels	greet	Finally, a foe that might test me.	0.0	0.0	2.686	1.49		0		
VO_DA_Belial_hurry.ogg	DA5	Belial	DarkAngels	hurry	No time to waste.	0.0	0.0	1.165	1.37		0		
VO_DA_Belial_intro.ogg	DA5	Belial	DarkAngels	intro	For the Lion! For the Emperor!	0.0	0.0	2.678	1.45		0		
VO_DA_Belial_mirror.ogg	DA5	Belial	DarkAngels	mirror	Onward to the objective. Kill everything we encounter.	0.0	0.0	3.394	1.46		0		
VO_DA_Belial_threat.ogg	DA5	Belial	DarkAngels	threat	Come, meet your end by the bite of my steel.	0.0	0.0	3.142	1.49		0		
VO_DA_Belial_vsAsmodai.ogg	DA5	Belial	DarkAngels	vsasmodai	You will not leave this planet until the fight is done as Medai.	0.0	0.0	3.696	1.54		0		
VO_DA_Belial_vsAzrael.ogg	DA5	Belial	DarkAngels	vsazrael	Not until I know the whole truth.	0.0	0.0	2.692	1.45		0		
VO_DA_Belial_wp.ogg	DA5	Belial	DarkAngels	wp	It is not often I misjudge a foe's prowess.	0.0	0.0	3.49	1.5		0		
VO_DA_Black Knight - We ride for the Lion!.ogg	DA13	Black Knight	DarkAngels	line	We ride for the lion!	0.0	0.0	1.678	1.41	We ride for the Lion!	0		
VO_DA_Bladeguard Veteran - Through sacrifice we find redemption.ogg	DA26	Bladeguard Veteran	DarkAngels	line	Through Sacrifice we find redemption.	0.0	0.0	2.808	1.44	Through sacrifice we find redemption	0		
VO_DA_Captain - To me Dark Angels! Victory is at hand!.ogg	DA19	Captain	DarkAngels	line	To me, DarkAngels, victory is at hand!	0.0	0.0	2.762	1.53	To me Dark Angels! Victory is at hand!	0		
VO_DA_Chaplain - The Lion watches us all Fight with honor!.ogg	DA14	Chaplain	DarkAngels	line	Chaplain watches us all, FIGHT WITH HONOR!	0.0	0.0	3.822	1.48	The Lion watches us all Fight with honor!	0		
VO_DA_Chaplain Gabutheron - No price is too high to clean the sins of old.wav	DA82	Chaplain Gabutheron	DarkAngels	line	No price is too high to clean the sins of old.	0.0	0.0	3.922	1.51	No price is too high to clean the sins of old	0		
VO_DA_Company Champion - We shall fulfill our duty no matter the cost.ogg	DA27	Company Champion	DarkAngels	line	We shall fulfill our duty, no matter the cost.	0.0	0.0	2.895	1.47	We shall fulfill our duty no matter the cost	0		
VO_DA_Company Master - The fate of the chapter lies in our every action Do not falter!.ogg	DA31	Company Master	DarkAngels	line	The fate of the chapter lies in our every action.  Do not falter!	0.0	0.0	4.306	1.57	The fate of the chapter lies in our every action Do not falter!	0		
VO_DA_Company Veteran - Our loyalty is unwavering.ogg	DA15	Company Veteran	DarkAngels	line	Loyalty is unwavering!	0.0	0.0	2.25	1.45	Our loyalty is unwavering	0		
VO_DA_Dark Talon - None shall escape the Chapter's talons.ogg	DA39	Dark Talon	DarkAngels	line	None shall escape the chapter's talons.	0.0	0.0	2.658	1.48	None shall escape the Chapter's talons	0		
VO_DA_Darkshroud - Caliban’s legacy shall not fade.ogg	DA32	Darkshroud	DarkAngels	line	Caliban's legacy shall not fade.	0.0	0.0	2.117	1.42	Caliban’s legacy shall not fade	0		
VO_DA_Deathwing Champion - Duty alone will wash away our shame.ogg	DA36	Deathwing Champion	DarkAngels	line	Duty alone will wash away our shame.	0.0	0.0	2.93	1.45	Duty alone will wash away our shame	0		
VO_DA_Deathwing Knight - The hunt never ends Duty compels us forward.ogg	DA28	Deathwing Knight	DarkAngels	line	The hunt never ends, duty compels us forward.	0.0	0.0	3.592	1.49	The hunt never ends Duty compels us forward	0		
VO_DA_Deathwing Knight Master - We must be eternally vigilant for our own flaws.ogg	DA42	Deathwing Knight Master	DarkAngels	line	We must be eternally vigilant for our own flaws.	0.0	0.0	3.406	1.5	We must be eternally vigilant for our own flaws	0		
VO_DA_Deathwing Strikemaster - No mercy! Engage and eliminate!.ogg	DA33	Deathwing Strikemaster	DarkAngels	line	No mercy! Engage and eliminate!	0.0	0.0	3.081	1.53	No mercy! Engage and eliminate!	0		
VO_DA_Deathwing Terminator - Come forth and be slaughtered.ogg	DA20	Deathwing Terminator	DarkAngels	line	Come forth and be slaughtered.	0.0	0.0	3.035	1.42	Come forth and be slaughtered	0		
VO_DA_Ezekiel - I alone judge the weak from the strong the truth from falsehood.ogg	DA34	Ezekiel	DarkAngels	line	I alone judge the weak from the strong, the truth from falsehood.	0.0	0.0	4.085	1.61	I alone judge the weak from the strong the truth from falsehood	0		
VO_DA_Inner Circle Companion - Heavy blade swing.ogg	DA21	Inner Circle Companion	DarkAngels	line		0.0	0.0	1.929	1.52	Heavy blade swing	1	1	halluc
VO_DA_Intercessor - For the Lion and the Emperor!.ogg	DA7	Intercessor	DarkAngels	line	For the Lion and the Emperor!	0.0	0.0	1.982	1.47	For the Lion and the Emperor!	0		
VO_DA_Interrogator Chaplain - Your life is forfeit but your soul could still find deliverance.ogg	DA22	Interrogator Chaplain	DarkAngels	line	Your life is full of it, but your soul could still find deliverance.	0.0	0.0	5.67	1.62	Your life is forfeit but your soul could still find deliverance	0		
VO_DA_Land Speeder Vengeance - No one can outrun our retribution.ogg	DA23	Land Speeder Vengeance	DarkAngels	line	No one can outrun our retribution.	0.0	0.0	2.175	1.47	No one can outrun our retribution	0		
VO_DA_Librarian - Caliban's rage echoes through me.ogg	DA16	Librarian	DarkAngels	line	Calipan's rage echoes through me.	0.0	0.0	2.866	1.47	Caliban's rage echoes through me	0		
VO_DA_Master Lazarus - I will stand sentinel for the Chapter's honor.ogg	DA24	Master Lazarus	DarkAngels	line	I will stand sentinel for the chapter's honor.	0.0	0.0	2.739	1.5	I will stand sentinel for the Chapter's honor	0		
