file	card_id	name	faction	ev	text	elapsed_s	gt_from_filename	clean_flag
VO_CW_SaimHann_Nuadhu Fireheart - I am the bloodied blade of Khaine.ogg	ASH21	Nuadhu Fireheart	SaimHann	line	I am the bloodied blade of Cain.	7.38	I am the bloodied blade of Khaine	
VO_CW_SaimHann_Orian Laratharjos - Your end is woven in monofilament (Joey).ogg	ASH_Orian_Laratharjos	Orian Laratharjos	SaimHann	line	Your end is woven in monofilament.	7.41	Your end is woven in monofilament	
VO_CW_SaimHann_Ranger - Hold still.ogg	ASH9	Ranger	SaimHann	line	Hold still.	7.36	Hold still	
VO_CW_SaimHann_Shining Spear - Strike like the spear of Khaine!.ogg	ASH76	Shining Spear	SaimHann	line	Strike like the spear of Cain!	7.35	Strike like the spear of Khaine!	
VO_CW_SaimHann_Shining Spear Exarch - One perfect strike.ogg	ASH77	Shining Spear Exarch	SaimHann	line	One perfect strike.	7.29	One perfect strike	
VO_CW_SaimHann_Shroud Runner - Surround them Strangle them like the Serpent.ogg	ASH14	Shroud Runner	SaimHann	line	Surround them! Strangle them like the serpent!	7.37	Surround them Strangle them like the Serpent	
VO_CW_SaimHann_Spinneret Warp Spider Exarch - None escapes the spider's bite (Vivienne).ogg	ASH_Warp_Spider_Exarch	Warp Spider Exarch	SaimHann	line	None escapes a spider's bite.	7.37	None escapes the spider's bite	
VO_CW_SaimHann_Spiritseer - Spirits heed my words and rise.ogg	ASH26	Spiritseer	SaimHann	line	Spirits heed my words and rise.	7.38	Spirits heed my words and rise	
VO_CW_SaimHann_Spiritseer Qelenaris - Rise warden the Craftworld needs you once more.ogg	ASH35	Spiritseer Qelenaris	SaimHann	line	Rise, Warden. The craft world needs you once more.	7.38	Rise warden the Craftworld needs you once more	
VO_CW_SaimHann_Storm Guardian - The Craftworld will never surrender.ogg	ASH8	Storm Guardian	SaimHann	line	The craft world will never surrender.	7.36	The Craftworld will never surrender	
VO_CW_SaimHann_Striking Scorpion - The shadows are always vigilant.ogg	ASH15	Striking Scorpion	SaimHann	line	The shadows are always vigilant.	7.34	The shadows are always vigilant	
VO_CW_SaimHann_Striking Scorpion Exarch - You tread an accursed path.ogg	ASH27	Striking Scorpion Exarch	SaimHann	line	You tread in a cursed path.	7.39	You tread an accursed path	
VO_CW_SaimHann_Swooping Hawk - When the wind cries retribution has arrived.ogg	ASH16	Swooping Hawk	SaimHann	line	When the wind cries, retribution has arrived.	7.45	When the wind cries retribution has arrived	
VO_CW_SaimHann_Swooping Hawk Exarch - From the skies, death rains upon you!.ogg	ASH80	Swooping Hawk Exarch	SaimHann	line	From the skies, death rains upon you!	7.44	From the skies, death rains upon you!	
VO_CW_SaimHann_Vengeful Wraithblade - I am Khaines wrath.ogg	ASH28	Vengeful Wraithblade	SaimHann	line	I am King Roth.	7.43	I am Khaines wrath	
VO_CW_SaimHann_Veteran Guardian - We will protect the Craftworld.ogg	ASH10	Veteran Guardian	SaimHann	line	We will protect the craft world.	7.43	We will protect the Craftworld	
VO_CW_SaimHann_Vyper - I am always swift.ogg	ASH22	Vyper	SaimHann	line	I am always Swift.	7.42	I am always swift	
VO_CW_SaimHann_War Walker - May the Sting of Grief commence.ogg	ASH29	War Walker	SaimHann	line	May the sting of grief commence.	7.42	May the Sting of Grief commence	
VO_CW_SaimHann_Warlock - Light dims yet our hope is ever kindled.ogg	ASH11	Warlock	SaimHann	line	Light dims, yet our hope is ever kindled.	7.46	Light dims yet our hope is ever kindled	
VO_CW_SaimHann_Warlock Skyrunner - Follow the wind bring forth Khaines fire.ogg	ASH30	Warlock Skyrunner	SaimHann	line	Follow the wind! Bring forth King's fire!	7.49	Follow the wind bring forth Khaines fire	
VO_CW_SaimHann_Warp Spider - Strike and fade.ogg	ASH17	Warp Spider	SaimHann	line	Strike and fade.	7.4	Strike and fade	
VO_CW_SaimHann_Wave Serpent - Forward Crush the interlopers.ogg	ASH37	Wave Serpent	SaimHann	line	Forward! Crush the interlopers!	7.12	Forward Crush the interlopers	
VO_CW_SaimHann_Weapons Platform - low humming.ogg	ASH12	Weapons Platform	SaimHann	line	*throwing*	7.2	low humming	
VO_CW_SaimHann_Windrider - I bring swift demise.ogg	ASH13	Windrider	SaimHann	line	I bring swift demise.	7.07	I bring swift demise	
VO_CW_SaimHann_Winged Autarch - Death rains from the skies.ogg	ASH39	Winged Autarch	SaimHann	line	Death rains from the skies.	7.1	Death rains from the skies	
VO_CW_SaimHann_Witchblade Warlock - The skeins of fate tell of nothing but death.ogg	ASH23	Witchblade Warlock	SaimHann	line	The skeins of fate tell of nothing but death.	7.13	The skeins of fate tell of nothing but death	
VO_CW_SaimHann_Wraithblade - I have returned so the Craftworld may never fall.ogg	ASH18	Wraithblade	SaimHann	line	I have returned, so the craft world may never fall.	7.09	I have returned so the Craftworld may never fall	
VO_CW_SaimHann_Wraithguard - No more pain no more death.ogg	ASH25	Wraithguard	SaimHann	line	No more pain. No more death.	7.11	No more pain no more death	
VO_CW_SaimHann_Wraithknight - Enough blood has flowed The fight must end.ogg	ASH44	Wraithknight	SaimHann	line	Enough bladders flowed. The fight must end.	7.09	Enough blood has flowed The fight must end	
VO_CW_SaimHann_Wraithlord - The spirits guide me.ogg	ASH41	Wraithlord	SaimHann	line	The spirits guide me.	7.08	The spirits guide me	
VO_CW_SaimHann_Yrlla the Huntress - When battle calls, we must all don the mask.ogg	ASH82	Yrlla the Huntress	SaimHann	line	When battle calls, we must all don the mask.	7.09	When battle calls, we must all don the mask	
VO_DA_Aggressor - There shall be no sanctuary.ogg	DA12	Aggressor	DarkAngels	line	There shall be no sanctuary!	7.07	There shall be no sanctuary	
VO_DA_Apothecary - The Lion's sons endure I will see to it.ogg	DA8	Apothecary	DarkAngels	line	The lion's sons endure. I will see to it.	7.11	The Lion's sons endure I will see to it	
VO_DA_Asmodai_attack.ogg	DA1	Asmodai	DarkAngels	attack	All right.	7.04		
VO_DA_Asmodai_cantDo.ogg	DA1	Asmodai	DarkAngels	cantdo	This compromises the sanctity of the hunt.	7.11		
VO_DA_Asmodai_concede.ogg	DA1	Asmodai	DarkAngels	concede	Fall back! This information must reach Lord Azrael!	7.08		
VO_DA_Asmodai_death.ogg	DA1	Asmodai	DarkAngels	death	AHHHHHHHHHHHHHHHHHHHHH!	7.86		
VO_DA_Asmodai_gen1.ogg	DA1	Asmodai	DarkAngels	gen1	Repent, and I will make your death swift!	7.1		
VO_DA_Asmodai_gen2.ogg	DA1	Asmodai	DarkAngels	gen2	I have judged and found you wanting!	7.07		
VO_DA_Asmodai_gen3.ogg	DA1	Asmodai	DarkAngels	gen3	With fury, brothers, ours is the righteous outrage.	7.13		
VO_DA_Asmodai_gen4.ogg	DA1	Asmodai	DarkAngels	gen4	REPENT, FOR YOUR LIFE IS AT ITS END!	7.08		
VO_DA_Asmodai_gen5.ogg	DA1	Asmodai	DarkAngels	gen5	The chapter is the only thing that matters.	7.08		
VO_DA_Asmodai_gen6.ogg	DA1	Asmodai	DarkAngels	gen6	Let me excise that which weighs down your soul.	7.1		
VO_DA_Asmodai_gen7.ogg	DA1	Asmodai	DarkAngels	gen7	There is no salvation without suffering.	7.07		
VO_DA_Asmodai_greet.ogg	DA1	Asmodai	DarkAngels	greet	Our paths now cross.	7.07		
VO_DA_Asmodai_hurry.ogg	DA1	Asmodai	DarkAngels	hurry	Time is of the essence.	7.07		
VO_DA_Asmodai_intro.ogg	DA1	Asmodai	DarkAngels	intro	Nothing can compare to the judgment of the Emperor.	7.11		
VO_DA_Asmodai_mirror.ogg	DA1	Asmodai	DarkAngels	mirror	There is little to discuss, so long as the fallen remain at large.	7.1		
VO_DA_Asmodai_threat.ogg	DA1	Asmodai	DarkAngels	threat	The past will be cleansed with the blood of traitors.	7.08		
VO_DA_Asmodai_vsAzrael.ogg	DA1	Asmodai	DarkAngels	vsazrael	You are not asking the right questions.	7.23		
VO_DA_Asmodai_vsBelial.ogg	DA1	Asmodai	DarkAngels	vsbelial	There is no greater priority than the hunt, master of the Deathwing!	7.15		
VO_DA_Asmodai_vsOrksTyranids.ogg	DA1	Asmodai	DarkAngels	vsorkstyranids	Purge this filth swiftly! A hunt calls us elsewhere!	7.1		
VO_DA_Asmodai_vsTBC1.ogg	DA1	Asmodai	DarkAngels	vstbc1	We are bringers of death! We are dark angels!	7.11		
VO_DA_Asmodai_vsTBC2.ogg	DA1	Asmodai	DarkAngels	vstbc2	Empty words muttered by an empty soul.	7.07		
VO_DA_Asmodai_wp.ogg	DA1	Asmodai	DarkAngels	wp	Your defiance is noted.	7.1		
VO_DA_Assault Terminator - I will not suffer your existence one moment longer.wav	DA81	Assault Terminator	DarkAngels	line	I will not suffer your existence one moment longer!	7.17	I will not suffer your existence one moment longer	
VO_DA_Azrael_attack.ogg	DA3	Azrael	DarkAngels	attack	FWAAA!	7.19		
VO_DA_Azrael_cantDo.ogg	DA3	Azrael	DarkAngels	cantdo	This is not allowed.	7.19		
VO_DA_Azrael_concede.ogg	DA3	Azrael	DarkAngels	concede	Target priority assessment. Others await our retribution.	7.13		
VO_DA_Azrael_death.ogg	DA3	Azrael	DarkAngels	death	Oh.	7.14		generic
VO_DA_Azrael_gen1.ogg	DA3	Azrael	DarkAngels	gen1	Fight, Sons of the Lion! Fight!	7.19		
VO_DA_Azrael_gen2.ogg	DA3	Azrael	DarkAngels	gen2	Speak your last words before the blade falls.	7.19		
VO_DA_Azrael_gen3.ogg	DA3	Azrael	DarkAngels	gen3	Loyalty is its own reward.	7.7		
VO_DA_Azrael_gen4.ogg	DA3	Azrael	DarkAngels	gen4	Stay sharp. I will tolerate no laxity.	8.15		
VO_DA_Azrael_gen5.ogg	DA3	Azrael	DarkAngels	gen5	To the abyss with your lies.	7.89		
VO_DA_Azrael_gen6.ogg	DA3	Azrael	DarkAngels	gen6	None shall stay out judgment.	7.71		
VO_DA_Azrael_gen7.ogg	DA3	Azrael	DarkAngels	gen7	We have come. We are death.	7.79		
VO_DA_Azrael_greet.ogg	DA3	Azrael	DarkAngels	greet	Draw your blade. You might yet find absolution in battle.	7.82		
VO_DA_Azrael_hurry.ogg	DA3	Azrael	DarkAngels	hurry	Ours is the moment. Do not let up.	7.97		
VO_DA_Azrael_intro.ogg	DA3	Azrael	DarkAngels	intro	At once, Dark Angels. Redden your blades.	8.01		
VO_DA_Azrael_mirror.ogg	DA3	Azrael	DarkAngels	mirror	Eye and weapon to the enemy.	7.97		
VO_DA_Azrael_threat.ogg	DA3	Azrael	DarkAngels	threat	I do not take your life lightly, but in service to my duty.	7.75		
VO_DA_Azrael_vsAbaddon.ogg	DA3	Azrael	DarkAngels	vsabaddon	You will meet your abhorrent father's fate.	7.82		
VO_DA_Azrael_vsBelial.ogg	DA3	Azrael	DarkAngels	vsbelial	This is your last chance to stop this foolery, brother.	7.94		
VO_DA_Azrael_wp.ogg	DA3	Azrael	DarkAngels	wp	Your temerity only makes you caught with disaster.	8.07		
VO_DA_Ballistus Dreadnought - Death is not enough to stay our wrath.wav	DA_Ravenwing_Ballistus_Dreadnought	Ravenwing Ballistus Dreadnought	DarkAngels	line	Death is not enough to stay our wrath.	8.06	Death is not enough to stay our wrath	
VO_DA_Belial_attack.ogg	DA5	Belial	DarkAngels	attack	Ugh!	8.3		
VO_DA_Belial_cantDo.ogg	DA5	Belial	DarkAngels	cantdo	I cannot do that!	8.18		
VO_DA_Belial_concede.ogg	DA5	Belial	DarkAngels	concede	So be it.	7.94		
VO_DA_Belial_death.ogg	DA5	Belial	DarkAngels	death	*Grunting*	8.04		
VO_DA_Belial_gen1.ogg	DA5	Belial	DarkAngels	gen1	Hold the line! Let fury be the steel in your spine!	7.73		
VO_DA_Belial_gen2.ogg	DA5	Belial	DarkAngels	gen2	The lion guards us.	8.15		
VO_DA_Belial_gen3.ogg	DA5	Belial	DarkAngels	gen3	Where we stand, none shall pass.	8.08		
VO_DA_Belial_gen4.ogg	DA5	Belial	DarkAngels	gen4	Fervor must be tempered with wisdom.	7.97		
VO_DA_Belial_gen5.ogg	DA5	Belial	DarkAngels	gen5	You falter beneath the strain of battle.	7.64		
VO_DA_Belial_gen6.ogg	DA5	Belial	DarkAngels	gen6	With me, brothers. For the lion!	8.09		
VO_DA_Belial_gen7.ogg	DA5	Belial	DarkAngels	gen7	It is too dangerous to let you live.	7.93		
VO_DA_Belial_greet.ogg	DA5	Belial	DarkAngels	greet	Finally, a foe that might test me.	7.67		
VO_DA_Belial_hurry.ogg	DA5	Belial	DarkAngels	hurry	No time to waste.	7.55		
VO_DA_Belial_intro.ogg	DA5	Belial	DarkAngels	intro	For the lion! For the emperor!	7.61		
VO_DA_Belial_mirror.ogg	DA5	Belial	DarkAngels	mirror	Onward to the objective. Kill everything we encounter.	7.72		
VO_DA_Belial_threat.ogg	DA5	Belial	DarkAngels	threat	Come, meteorite by the bite of my steel.	7.64		
VO_DA_Belial_vsAsmodai.ogg	DA5	Belial	DarkAngels	vsasmodai	You will not leave this planet until the fight is done, Asmodai.	7.7		
VO_DA_Belial_vsAzrael.ogg	DA5	Belial	DarkAngels	vsazrael	Not until I know the whole truth.	7.46		
VO_DA_Belial_wp.ogg	DA5	Belial	DarkAngels	wp	It is not often I misjudge a foe's prowess.	7.52		
VO_DA_Black Knight - We ride for the Lion!.ogg	DA13	Black Knight	DarkAngels	line	We ride for the lion!	7.42	We ride for the Lion!	
VO_DA_Bladeguard Veteran - Through sacrifice we find redemption.ogg	DA26	Bladeguard Veteran	DarkAngels	line	Through sacrifice we find redemption.	7.45	Through sacrifice we find redemption	
VO_DA_Captain - To me Dark Angels! Victory is at hand!.ogg	DA19	Captain	DarkAngels	line	To me, Dark Angels! Victory is at hand!	7.58	To me Dark Angels! Victory is at hand!	
VO_DA_Chaplain - The Lion watches us all Fight with honor!.ogg	DA14	Chaplain	DarkAngels	line	The lion watches us all. Fight with honour!	7.6	The Lion watches us all Fight with honor!	
VO_DA_Chaplain Gabutheron - No price is too high to clean the sins of old.wav	DA82	Chaplain Gabutheron	DarkAngels	line	No prices too high to clean the sins of old.	7.76	No price is too high to clean the sins of old	
VO_DA_Company Champion - We shall fulfill our duty no matter the cost.ogg	DA27	Company Champion	DarkAngels	line	We shall fulfill our duty, no matter the cost.	7.5	We shall fulfill our duty no matter the cost	
VO_DA_Company Master - The fate of the chapter lies in our every action Do not falter!.ogg	DA31	Company Master	DarkAngels	line	The fate of the chapter lies in our every action! Do not falter!	7.49	The fate of the chapter lies in our every action Do not falter!	
VO_DA_Company Veteran - Our loyalty is unwavering.ogg	DA15	Company Veteran	DarkAngels	line	Our loyalty is unwavering!	7.42	Our loyalty is unwavering	
VO_DA_Dark Talon - None shall escape the Chapter's talons.ogg	DA39	Dark Talon	DarkAngels	line	None shall escape the chapter's talons.	7.46	None shall escape the Chapter's talons	
VO_DA_Darkshroud - Caliban’s legacy shall not fade.ogg	DA32	Darkshroud	DarkAngels	line	Caliban's legacy shall not fade.	7.44	Caliban’s legacy shall not fade	
VO_DA_Deathwing Champion - Duty alone will wash away our shame.ogg	DA36	Deathwing Champion	DarkAngels	line	Duty alone will wash away our shame.	7.48	Duty alone will wash away our shame	
VO_DA_Deathwing Knight - The hunt never ends Duty compels us forward.ogg	DA28	Deathwing Knight	DarkAngels	line	The hunt never ends. Duty compels us forward.	7.53	The hunt never ends Duty compels us forward	
VO_DA_Deathwing Knight Master - We must be eternally vigilant for our own flaws.ogg	DA42	Deathwing Knight Master	DarkAngels	line	We must be eternally vigilant for our own flaws.	7.29	We must be eternally vigilant for our own flaws	
VO_DA_Deathwing Strikemaster - No mercy! Engage and eliminate!.ogg	DA33	Deathwing Strikemaster	DarkAngels	line	No mercy! Engage and eliminate!	7.26	No mercy! Engage and eliminate!	
VO_DA_Deathwing Terminator - Come forth and be slaughtered.ogg	DA20	Deathwing Terminator	DarkAngels	line	Come forth and be slaughtered.	7.46	Come forth and be slaughtered	
VO_DA_Ezekiel - I alone judge the weak from the strong the truth from falsehood.ogg	DA34	Ezekiel	DarkAngels	line	I alone judge the weak from the strong, the truth from falsehood.	7.28	I alone judge the weak from the strong the truth from falsehood	
VO_DA_Inner Circle Companion - Heavy blade swing.ogg	DA21	Inner Circle Companion	DarkAngels	line	*thud*	7.31	Heavy blade swing	
VO_DA_Intercessor - For the Lion and the Emperor!.ogg	DA7	Intercessor	DarkAngels	line	For the lion and the emperor!	7.2	For the Lion and the Emperor!	
VO_DA_Interrogator Chaplain - Your life is forfeit but your soul could still find deliverance.ogg	DA22	Interrogator Chaplain	DarkAngels	line	Your life is forfeit, but your soul could still find deliverance.	8.11	Your life is forfeit but your soul could still find deliverance	
VO_DA_Land Speeder Vengeance - No one can outrun our retribution.ogg	DA23	Land Speeder Vengeance	DarkAngels	line	No one can outrun our retribution.	8.41	No one can outrun our retribution	
VO_DA_Librarian - Caliban's rage echoes through me.ogg	DA16	Librarian	DarkAngels	line	Caliban's rage echoes through me.	7.79	Caliban's rage echoes through me	
VO_DA_Master Lazarus - I will stand sentinel for the Chapter's honor.ogg	DA24	Master Lazarus	DarkAngels	line	I will stand sentinel for the chapter's honor.	15.22	I will stand sentinel for the Chapter's honor	
VO_DA_Master Zacharial_Backup1.wav	DA75	Master Zacharial	DarkAngels	backup1	No running will save you now.	12.81		
VO_DA_Master Zacharial_Backup2.wav	DA75	Master Zacharial	DarkAngels	backup2	We have our orders. Move!	7.69		
VO_DA_Master Zacharial_Backup3.wav	DA75	Master Zacharial	DarkAngels	backup3	Let's see what you can do.	7.68		
VO_DA_Master Zacharial_attack.wav	DA75	Master Zacharial	DarkAngels	attack	HAAA!	7.19		
VO_DA_Master Zacharial_cantDo.wav	DA75	Master Zacharial	DarkAngels	cantdo	I will not take a forbidden path.	7.23		
VO_DA_Master Zacharial_concede.wav	DA75	Master Zacharial	DarkAngels	concede	We have lingered here too long. Move out!	7.2		
VO_DA_Master Zacharial_death.wav	DA75	Master Zacharial	DarkAngels	death	Oh!	7.29		generic
VO_DA_Master Zacharial_gen1.wav	DA75	Master Zacharial	DarkAngels	gen1	Every fallen foe honors the Emperor and the Primarch.	7.6		
VO_DA_Master Zacharial_gen2.wav	DA75	Master Zacharial	DarkAngels	gen2	Onward! Heed not your ales until the foe is beaten!	7.83		
VO_DA_Master Zacharial_gen3.wav	DA75	Master Zacharial	DarkAngels	gen3	The shadow will be banished by fire and steel.	9.38		
VO_DA_Master Zacharial_gen4.wav	DA75	Master Zacharial	DarkAngels	gen4	For the vengeful brethren, there is only duty.	8.33		
VO_DA_Master Zacharial_gen5.wav	DA75	Master Zacharial	DarkAngels	gen5	We all serve the Emperor in different ways.	8.16		
VO_DA_Master Zacharial_gen6.wav	DA75	Master Zacharial	DarkAngels	gen6	The target is in range. Strike now!	7.94		
VO_DA_Master Zacharial_gen7.wav	DA75	Master Zacharial	DarkAngels	gen7	Prey has never escaped from us. You will not be the first one.	7.76		
VO_DA_Master Zacharial_greet.wav	DA75	Master Zacharial	DarkAngels	greet	Late is the moment of repentance. Draw your blade.	7.68		
VO_DA_Master Zacharial_hurry.wav	DA75	Master Zacharial	DarkAngels	hurry	Death waits for none.	7.11		
VO_DA_Master Zacharial_intro.wav	DA75	Master Zacharial	DarkAngels	intro	We have come. We are death.	7.13		
VO_DA_Master Zacharial_mirror.wav	DA75	Master Zacharial	DarkAngels	mirror	The Lion's Fury is ours to deliver.	7.13		
VO_DA_Master Zacharial_threat.wav	DA75	Master Zacharial	DarkAngels	threat	May your blood quench my blade's thirst.	7.22		
VO_DA_Master Zacharial_vsAsmodai&Belial.wav	DA75	Master Zacharial	DarkAngels	vsasmodai&belial	FOR THE PRIMARCH!	7.19		
VO_DA_Master Zacharial_vsAzrael.wav	DA75	Master Zacharial	DarkAngels	vsazrael	Great and terrible is our duty.	7.31		
VO_DA_Master Zacharial_vsEC&BL.wav	DA75	Master Zacharial	DarkAngels	vsec&bl	I have slit the throat of heresy before. I will claim that silence again.	7.27		
VO_DA_Master Zacharial_vsShadowsun.wav	DA75	Master Zacharial	DarkAngels	vsshadowsun	For all you speak about courage, I see none in you.	7.11		
VO_DA_Master Zacharial_wp.wav	DA75	Master Zacharial	DarkAngels	wp	You shall not live to regret this affront.	7.11		
VO_DA_Nephilim Jetfighter - From on high a judgment will come!.ogg	DA37	Nephilim Jetfighter	DarkAngels	line	From on high, a judgment will come!	7.1	From on high a judgment will come!	
VO_DA_Ravenwing Ancient - The banner of Caliban shall never falter.ogg	DA29	Ravenwing Ancient	DarkAngels	line	The banner of Caliban shall never falter.	7.13	The banner of Caliban shall never falter	
VO_DA_Ravenwing Bikes - The hunt begins No one escapes the Ravenwing!.ogg	DA9	Ravenwing Bikes	DarkAngels	line	The hunt begins! No one escapes the Ravenwing!	7.13	The hunt begins No one escapes the Ravenwing!	
VO_DA_Ravenwing Champion - The chase is over Now the blade falls.ogg	DA17	Ravenwing Champion	DarkAngels	line	The chase is over. Now the blade falls.	7.22	The chase is over Now the blade falls	
VO_DA_Ravenwing Speeder - Only death follows in our wake!.ogg	DA18	Ravenwing Speeder	DarkAngels	line	Only death follows in our wake!	7.06	Only death follows in our wake!	
VO_DA_Ravenwing Talonmaster - We are the hunters! We are the Dark Angels!.ogg	DA30	Ravenwing Talonmaster	DarkAngels	line	We are the Hunters! We are the Dark Angels!	7.11	We are the hunters! We are the Dark Angels!	
VO_DA_Redemptor Dreadnought - My quest for vengeance is eternal.ogg	DA_Ravenwing_Ballistus_Dreadnought	Ravenwing Ballistus Dreadnought	DarkAngels	line	My quest for vengeance is eternal.	7.19	My quest for vengeance is eternal	
VO_DA_Reiver - Your pleas for mercy will go unheard.ogg	DA10	Reiver	DarkAngels	line	Your pleas for mercy will go unheard.	7.59	Your pleas for mercy will go unheard	
VO_DA_Repulsor - Heavy weapons primed Open fire!.ogg	DA43	Repulsor	DarkAngels	line	Heavy weapons, Prime. Open fire!	7.63	Heavy weapons primed Open fire!	
VO_DA_Sammael - If it is death you crave I shall gift it to you!.ogg	DA40	Sammael	DarkAngels	line	If it is death you crave, I shall gift it to you.	7.52	If it is death you crave I shall gift it to you!	
