keys,type,zh_CN
Mechanised Murder,~,机械杀戮
Medic Scion,~,医护圣选兵
Medreyal Ghaelyn,~,梅德雷亚尔·盖林
Mega Blasta Deffkopta,~,重爆死亡直升机
Meganob Ugrak,~,重甲老大乌格拉克
Mekaniak,~,技师狂人
Mekboy Gazmek,~,技师小子加兹梅克
Meltagun Legionary,~,热熔枪军团战士
Mercurial Host,~,善变大军
Metamorph Iconbearer,~,变形偶像持旗者
Metamorph Leader,~,变形队长
Method to the Madness,~,疯狂自有章法
Methodical Destruction,~,有条不紊的毁灭
Might of Heroes,~,英雄之力
Mining Tremors,~,采矿震颤
Ministorum Priest,~,国教牧师
Minka Lesk,~,明卡·莱斯克
Miraculous Feat,~,奇迹壮举
Missile Drone,~,导弹无人机
Missionary,~,传教士
Mob: Create a random Ork Beast in your hand that costs 5 or less,~,群体：在你的手牌中生成一个费用 5 或以下的随机兽人野兽。
Mob: Deal 1-2 damage to a random enemy,~,群体：对一个随机敌人造成 1-2 点伤害。
Mob: Gain +1 armor this turn,~,群体：本回合获得 +1 护甲。
Mob: Gain +2 and Armour 1,~,群体：获得 +2 攻击和 +2 生命值，并获得护甲 1。
Mob: Give +1 Health to adjacent units,~,群体：给予相邻单位 +1 生命值。
Moment of Grace,~,恩典时刻
Monolith,~,独石碑
Monster Hunters,~,怪物猎手
More Dakka,~,更多火力
Morkai Eliminator,~,莫凯歼击者
Mortifier,~,苦修机
Morvenn Vahl,~,莫文·瓦尔
Move! Move! Move!,~,前进！前进！前进！
Mozrog Skragbad,~,莫兹罗格·斯克拉格巴德
Mucolid Spore,~,黏液孢子
Munitorum Supplies,~,军需补给
Murderfang,~,弑杀之牙
Murderous Desires,~,嗜杀欲望
Murderous Hurricane,~,致命飓风
Necron Lord,~,死灵领主
Necron Warrior,~,死灵战士
Nemesor Zahndrekh,~,内默萨·赞德雷克
Neophyte Heavy,~,新教徒重装
Neophyte Hybrid,~,新教徒混种
Neophyte Iconbearer,~,新教徒持旗者
Neophyte Initiate,~,新教徒新兵
Neophyte Leader,~,新教徒队长
Neophyte Specialist,~,新教徒专家
Neophyte Trooper,~,新教徒步兵
Nephilim Jetfighter,~,尼非利姆喷气机
Neurogaunt,~,神经节虫
Neurogaunt Nodebeast,~,神经节虫巢兽
Neuroloid,~,神经虫体
Neurothrope,~,神经脑虫
Neurotyrant,~,神经元暴君
Nexos,~,枢纽者
Nexus of Devotion,~,虔诚枢纽
Night Attack,~,夜袭
Night Scythe,~,夜镰
Night Spinner,~,夜纺者
Nightshade Interceptors,~,夜影拦截者
Njal Stormcaller,~,尼亚尔·风暴召唤者
No Mercy,~,绝不留情
No Mukkin About,~,别磨蹭！
No Respite,~,不得喘息
Nob on Smasha Squig,~,重装砸猪老大
Noise Marine,~,噪声战士
None,~,护甲 1。狂喜 2：获得 +2。
None Must Know,~,无人知晓
Nork Deddog,~,诺克·德多格
Normal,~,普通
Normal Conditions,~,正常条件
Norn Emissary,~,诺恩使者
Nuadhu Fireheart,~,努阿杜·火心
Nurgle,~,纳垢
Oath 2: Deal 2 damage to an enemy and adjacent units,~,誓言 2：对 1 个敌人及其相邻单位造成 2 点伤害。
Oath 2: Deal 3 damage to all enemies,~,誓言 2：对所有敌人造成 3 点伤害。
Oath 2: Gain +1 and Flank,~,誓言 2：获得 +1 和侧翼。
"Oath 3: Gain +3 Attack, +3 Armor and +3 Health",~,誓言 3：获得 +3 攻击、+3 装甲和 +3 生命。
Oath abilities of friendly troops can be activated up to 3 times each turn. Oath 1: Deal 1 damage,~,友方部队的誓言能力每回合最多可激活 3 次。誓言 1：造成 1 点伤害。
Oath abilities of friendly troops may be activated on later turns. Oath 1: Gain Camouflage,~,友方部队的誓言能力可在后续回合激活。誓言 1：获得伪装。
Oath of Moment,~,誓言时刻
Obliterator,~,湮灭者
Obscure Ritual,~,晦涩仪式
Octavio Infiltrator,~,奥克塔维奥·渗透者
Ogryn,~,奥格林
Open Insurrection,~,公开叛乱
Ophydian Destroyer,~,奥菲迪安毁灭者
Orbital Bombardment,~,轨道轰炸
Orbital Defences,~,轨道防御
Orian Laratharjos,~,奥里安·拉拉萨约斯
Ork Boy,~,兽人小子
Ork Encampment,~,兽人营地
Ork Nob,~,兽人老大
Ork Spanner,~,兽人扳手
Other friendly Beasts have +1 [attack] and +1 [health].,~,其他友方野兽获得 +1[攻击] 和 +1[生命值]。
Outrider,~,前哨骑兵
Overwhelming Swarm,~,压倒性虫群
Pack of One,~,孤狼兽群
Pack. Armour 1,~,兽群。护甲 1
PainBoy Sniklaw,~,痛医官斯尼克拉夫
Painboss,~,痛医头目
Paragon Warsuit,~,典范战甲
Paragon of Ultramar,~,极限战士典范
Pariah Vanguard,~,弃儿先锋
Particle Whip,~,粒子鞭
Path of Command,~,统御之道
Path of the Seer,~,先知之道
Path of the Warrior,~,战士之道
Pathfinder,~,探路者
Patriarch,~,族长
Peerless Bladesmen,~,绝世剑士
Penitence: Deal 1 damage to all other units,~,忏悔：对所有其他单位造成 1 点伤害
Penitence: Deal 2 damage to a random enemy,~,忏悔：对 1 个随机敌人造成 2 点伤害
Penitence: Deal 2 damage to the enemy Warlord,~,忏悔：对敌方督军造成 2 点伤害
Penitence: Gain Flank and Blast 2,~,忏悔：获得侧翼和爆裂 2
Penitent Engine,~,忏悔引擎
Perfect Ambush,~,完美伏击
Perfect Hosts,~,完美宿主
Phobos Librarian,~,暗影智库
Phobos Lieutenant,~,暗影中尉
Pilfered Supplies,~,窃取补给
Pinning Fire,~,压制火力
Piranha,~,食人鲳
Plague Marine,~,瘟疫战士
Plains of Excess,~,纵欲平原
Planetary invasion,~,行星入侵
Plasma Generator,~,等离子发电机
Plasma Gun Tormentor,~,等离子枪折磨者
Plasmancer,~,等离子术士
Pledge to the Dark Prince,~,对黑暗王子的誓言
Point-Blank Shot,~,抵近射击
Poisoned Supplies,~,中毒补给
Possessed Champion,~,附魔冠军
Possessed Marine,~,附魔战士
Possession,~,附魔
Power of the Waaagh!,~,哇！战吼之力
Pray: Deal 1 damage,~,祈祷：造成 1 点伤害
"Pray: Deal 1 damage.
Talent: Righteous Repugnance",~,"祈祷：造成 1 点伤害。
天赋：义愤"
Pray: Deal 2 damage to an enemy,~,祈祷：对 1 个敌人造成 2 点伤害
"Pray: Deal 2-3 damage. If target dies, gain 1.",~,祈祷：造成 2-3 点伤害。若目标死亡，获得 1 ☀。
Pray: Deal 3 damage to an enemy and its adjacent units,~,祈祷：对 1 个敌人及其相邻单位造成 3 点伤害
Pray: Deploy a Celestian. 6☀: Deploy a Celestian,~,祈祷：部署 1 个天界修女。6☀：部署 1 个天界修女
Pray: Draw a troop,~,祈祷：抽 1 张部队牌
Pray: Gain +1 [armor] and +1 [attack] and heal 1,~,祈祷：获得 +1 近战和 +1 远程并治疗 1 点生命
Pray: Gain Shield,~,祈祷：获得护盾
Pray: Give +1 Armor and +1 Attack to all friendly units.,~,祈祷：给予所有友方单位 +1 护甲和 +1 攻击。
Pray: Give +1 Health to a friendly unit. Talent: Fury of the Righteous,~,祈祷：给予 1 个友方单位 +1 生命。天赋：义人之怒
Pray: Give +1 [armor] and +1 [attack] to a friendly troop. Talent: Daemonbreaker,~,祈祷：给予 1 个友方部队 +1 近战和 +1 远程。天赋：破魔者
"Pray: Give +1 attack, +1 armor and Flank to a friendly troop.",~,祈祷：给予 1 个友方部队 +1 近战、+1 远程和侧翼
Pray: Give +3 [attack] to a friendly unit this turn,~,祈祷：本回合给予 1 个友方单位 +3 近战攻击
Pray: Give Shield to a friendly unit,~,祈祷：给予 1 个友方单位护盾
Pray: Heal 1 to a friendly unit. Talent: Lead the Righteous,~,祈祷：为 1 个友方单位治疗 1 点生命。天赋：引领义人
Pray: Heal 3 to a friendly unit,~,祈祷：为 1 个友方单位治疗 3 点生命
Prayer,~,祷文
Preacher,~,布道者
Predator Annihilator,~,捕食者歼灭者
Predator Destructor,~,捕食者毁灭者
Predator Instincts,~,掠食者本能
Press the Attack,~,主动出击
Primarch of the XIII,~,第十三军团基因原体
Primaris Chaplain,~,原铸牧师
Primaris Eradicator,~,原铸歼灭者
Primaris Impulsor,~,原铸脉冲装甲车
Primaris Inceptor,~,原铸疾袭者
Primaris Intercessor,~,原铸仲裁者
Primaris Invader,~,原铸入侵者
Primaris Judiciar,~,原铸裁决者
Primaris Psyker,~,常备灵能者
Primaris Reiver,~,原铸掠夺者
Primaris Techmarine,~,原铸技术军士
Primus Saffa Rhiannor,~,首席萨法·里安诺
Priority Target,~,优先目标
Proper Hunt,~,正式狩猎
Proper Killy,~,真够狠
Prophet of the Waaagh,~,哇！战吼先知
Protection Protocol,~,保护协议
Protective Bio-structure,~,防护生物结构
Psychomancer,~,心灵术士
Psychophage,~,噬魂兽
Pulse Onslaught,~,脉冲猛攻
Purestrain Genestealer,~,纯血基因窃取者
Purgator Mirabilis,~,奇迹涤罪者
Pyromaniaks,~,纵火狂
Pyrovore,~,喷焰兽
Quail,~,鹌鹑
Quicksilver Grace,~,水银优雅
Radiation Storm,~,辐射风暴
Raging Storm,~,狂暴风暴
Ragnar Blackmane,~,拉格纳·黑鬃
Raid Tactics,~,突袭战术
Rally: Choose a 2-cost Genestealer Cults troop and create 2 copies in your hand Lower their cost by 1,~,集结：选择一张 2 费基因窃取者教派部队，在你的手牌中生成 2 张复制，并使其费用 -1。
Rally: Choose a Combat Elixir and create it in your hand. Stimulation: Gain Shield,~,集结：选择一张战斗药剂并在你的手牌中生成它。激励：获得护盾。
Rally: Choose a card from your deck and put it at the top of your deck,~,集结：从你的卡组选择一张牌置于卡组顶部
Rally: Choose a card in your opponent's hand and increase its cost by 1,~,集结：选择对手手牌中的一张牌，使其费用 +1。
"Rally: Choose and gain a bonus (+2 Melee, +2 Ranged or Armour 1)",~,集结：选择并获得一项增益（+2 近战、+2 远程或护甲 1）
Rally: Deal 1 damage to an enemy,~,集结：对一个敌人造成 1 点伤害
Rally: Deal 1 damage. 2 : Deal 1 additional damage,~,集结：造成 1 点伤害。2 ☀：额外造成 1 点伤害
"Rally: Deal 1 damage. If the target dies or is a friendly unit, gain 1 Energy.",~,集结：造成 1 点伤害。若目标死亡或是友方单位，获得 1 ☀。
Rally: Deal 1 damage. Oath 2: Stun an enemy,~,集结：造成 1 点伤害。誓言 2：使 1 个敌人眩晕。
Rally: Deal 2 damage to an enemy,~,集结：对 1 个敌人造成 2 点伤害
Rally: Deal 2 damage to an enemy and 1 damage to adjacent units,~,集结：对一个敌人造成 2 点伤害，并对其相邻单位造成 1 点伤害。
Rally: Deal 3 damage to a random enemy,~,集结：对一个随机敌人造成 3 点伤害。
"Rally: Deal 3 damage to a random enemy in Stealth, and it loses Stealth",~,集结：对 1 个随机潜行敌人造成 3 点伤害，并使其失去潜行
Rally: Deal 3 damage to an enemy,~,集结：对一个敌人造成 3 点伤害。
"Rally: Deal 3 damage to an enemy, or 6 if it has Hunt Mark",~,集结：对 1 个敌人造成 3 点伤害；若其带猎杀标记，则造成 6 点。
"Rally: Deal 3 damage to an enemy. If it has Flying, deal 5 damage and gain 1 [armor] instead",~,集结：对一个敌人造成 3 点伤害。若其具有飞行，改为造成 5 点伤害并获得 1 点护甲
"Rally: Deal 3 damage to an enemy. If it has Flying, deal 6 damage instead",~,集结：对 1 个敌人造成 3 点伤害。若其有飞行，改为造成 6 点伤害
Rally: Deal 4 damage to a random enemy Vehicle,~,集结：对一个随机敌方载具造成 4 点伤害。
"Rally: Deal 5 damage to an enemy. If target is a Vehicle, destroy it",~,集结：对一个敌人造成 5 点伤害。若目标是载具，将其摧毁
"Rally: Deal 6 damage to an enemy; if the target dies, gain",~,护甲 1。爆裂 4。集结：对一个敌人造成 6 点伤害；若目标死亡，获得 3 点任务。
Rally: Deal damage to an enemy troop equal to your Faith,~,集结：对 1 个敌方部队造成等同于你信仰值的伤害
Rally: Deploy a Kroot Hound,~,集结：部署 1 个克鲁特猎犬
Rally: Deploy a Shock Trooper. Duty: Give +2 [Attack] to your units this turn,~,集结：部署一个震荡突击兵。职责：本回合给予你的单位 +2 [攻击]。
Rally: Deploy a random friendly Beast that died this game. Talent: Dok's Toolz,~,集结：部署一个本局阵亡的随机友方野兽。天赋：医官的工具。
"Rally: Gain +2, +2 and +1 Health for each damaged enemy",~,集结：获得 +2、+2，且每有 1 个受伤的敌人获得 +1 生命
Rally: Gain 1,~,集结：获得 1 点任务
"Rally: Gain 1. When you create a Secret, deal 3 damage to a random enemy",~,集结：获得 1 点任务。当你生成一张隐秘牌时，对随机一个敌人造成 3 点伤害
Rally: Gain Invulnerable until your next turn,~,集结：获得无敌直到你的下个回合
Rally: Gain a Dark Pact,~,集结：获得一个黑暗契约
Rally: Give -2 [Health] and -2 [Attack] to an enemy troop. Friendly Daemonette have Flank.,~,集结：给予一个敌方部队 -2 生命和 -2 攻击。友方恶魔少女具有侧翼。
Rally: Give -4 [attack] and -4 [health] to an enemy unit this turn,~,集结：本回合给予一个敌方单位 -4 攻击和 -4 生命。
Rally: Give Blind to a damaged enemy,~,集结：给予 1 个受伤敌人失明。
Rally: Give Hunt Mark to an enemy troop,~,集结：给予 1 个敌方部队猎杀标记。
Rally: Give Markerlight 2 to an enemy,~,集结：给予 1 个敌人标记光 2
"Rally: Give Markerlight 2 to an enemy troop.
Companion 2: Marker Drone",~,"集结：给予 1 个敌方部队标记光 2。
伴生 2：标记无人机"
Rally: Give Markerlight 3 to an enemy troop,~,集结：给予 1 个敌方部队标记光 3
Rally: Give Vanguard to a unit until your next turn,~,集结：给予 1 个单位先锋直到你的下个回合
Rally: Give Vanguard to an enemy this turn. Uprising: Deal 3 damage to a random enemy with Stealth and it loses Stealth,~,集结：本回合给予一个敌人先锋。起义：对一个具有潜行的随机敌人造成 3 点伤害，并使其失去潜行。
"Rally: Heal 2 to a friendly unit. At the start of your turn, return to your hand",~,集结：治疗一个友方单位 2 点生命值。你的回合开始时，返回你的手牌。
Rally: Heal 2 to a friendly unit. Duty: Deploy a random friendly Infantry that died this turn.,~,集结：为一个友方单位治疗 2 点。职责：部署一个本回合阵亡的随机友方步兵。
Rally: Heal 3 to a friendly unit.,~,集结：治疗一个友方单位 3 点生命值。
"Rally: If you control a Spanner or Mekboy Gazmek, deal 2-3 damage to all enemies",~,集结：如果你控制一个兽人扳手或技师小子加兹梅克，对所有敌人造成 2-3 点伤害。
"Rally: If you control a Vehicle, gain Vanguard",~,集结：如果你控制一个载具，获得先锋。
"Rally: If you control no other troops, add a Kroot Carnivore to your hand",~,集结：若你场上没有其他部队，将 1 张克鲁特食肉者加入你的手牌
"Rally: If you control no other troops, gain Blood Thirst this turn",~,集结：若你不控制其他部队，本回合获得嗜血。
"Rally: If you control no other troops, gain Fast.",~,集结：如果你没有控制其他部队，获得迅捷。
"Rally: If you control no other troops, gain Flank",~,集结：若你场上没有其他部队，获得侧翼
"Rally: If you control no other troops, gain Stealth",~,集结：若你不控制其他部队，获得潜行。
Rally: Return a friendly Infantry to your hand. Lower its cost to 1,~,集结：将 1 个友方步兵返还你的手牌。其费用降至 1
Rally: Stun an enemy,~,集结：眩晕一个敌人
Rally: Stun an enemy. Talent: Vox-Hacker,~,集结：眩晕一个敌人。天赋：声讯黑客。
