效果名	分组	判定	亮度比中位	|ln|	置信度	峰值亮点	原版有内容时段	导出有内容时段	寿命差异	单帧旧判定	单帧L1	技术构成	人工备注
HuntMark_EndEffect	Z	对得上	1.32	0.279	中	319	0.15–1.50s	0.15–1.50s		对得上	0.0005	精灵图 多发射器(8) Sprite	
Immortal Beam	Z	对得上	0.71	0.341	中	347	0.15–1.00s	0.15–0.75s	导出提前 1.00s 结束	偏暗	0.0003	精灵图 多发射器(9)	
Infinity Circuit	Z	对得上	0.98	0.019	中	444	3.00–3.00s	3.00–3.00s		对得上	0.0004	精灵图 5发射器	
InvulnerableEffectGuard	Z	对得上	0.74	0.308	中	285	0.15–2.00s	0.15–0.75s	导出提前 2.00s 结束	偏暗	0.0002	精灵图 6发射器 Sprite	
MarkerlightIdle	Z	对得上	1.23	0.207	中	262	0.15–3.00s	0.15–3.00s		对得上	0.0003	精灵图 多发射器(15) UI/文字	
Njal Blizzard Attack	Z	对得上	1.04	0.042	中	328	0.30–1.00s	0.30–1.00s		偏亮	0.0005	Mesh粒子 精灵图 多发射器(21) Matcap	
OrkBuff_Snakebitez_1	Z	对得上	0.99	0.006	中	492	0.15–1.00s	0.15–0.75s	导出提前 1.00s 结束	偏暗	0.0003	Mesh粒子 精灵图 7发射器 Sprite	
OrkBuff_Snakebitez_1_2D_SFX	Z	对得上	0.99	0.006	中	492	0.15–1.00s	0.15–0.75s	导出提前 1.00s 结束	对得上	0.0003	Mesh粒子 精灵图 7发射器 Sprite	
OrkBuff_Snakebitez_1_NoIcon	Z	对得上	0.99	0.012	中	428	0.15–1.00s	0.15–0.75s	导出提前 1.00s 结束	偏暗	0.0002	Mesh粒子 精灵图 6发射器 Sprite	
Pray_Start	Z	对得上	0.97	0.027	中	360	0.15–1.50s	0.15–1.50s		对得上	0.0004	精灵图 多发射器(9)	
Pray_Success	Z	对得上	0.93	0.073	中	496	0.15–3.00s	0.15–3.00s		对得上	0.0003	精灵图 多发射器(14)	
Psychic_Lightning	Z	对得上	1.36	0.308	中	344	0.15–0.50s	0.15–0.50s		只有原版有	0.0001	精灵图 多发射器(9)	
Psychic_Lightning_Genestealer	Z	对得上	1.21	0.190	中	311	0.30–1.00s	0.30–1.00s		对得上	0.0001	精灵图 多发射器(13) 抓屏扭曲	
Psychic_Lightning_NornEmissary	Z	对得上	1.19	0.173	中	319	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(11) 抓屏扭曲	
Psychic_Lightning_Purple	Z	对得上	1.36	0.309	中	369	0.15–0.50s	0.15–0.50s		只有导出有	0.0002	精灵图 多发射器(9)	
Psychic_Lightning_Swarmlord	Z	对得上	1.11	0.107	中	294	0.15–0.75s	0.15–0.75s		对得上	0.0000	精灵图 多发射器(10)	
Psychic_Lightning_Tyranid	Z	对得上	1.17	0.157	中	294	0.15–0.75s	0.15–0.75s		偏亮	0.0005	精灵图 多发射器(10)	
Psychic_Lightning_white	Z	对得上	1.32	0.275	中	359	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(9)	
Sau_CurseOfThePhaeron	Z	对得上	0.99	0.008	中	359	0.15–1.50s	0.15–1.50s		对得上	0.0003	精灵图 6发射器	
Sau_ParticleWhip	Z	对得上	1.01	0.013	中	256	0.15–2.00s	1.50–1.50s	导出提前 2.00s 结束	偏亮	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap/抓屏扭曲	
Sau_ReconstitutionProtocol	Z	对得上	1.05	0.047	中	456	3.00–3.00s	3.00–3.00s		只有导出有	0.0001	Mesh粒子 精灵图 多发射器(10)	
Shuriken_Short_Trait	Z	对得上	1.14	0.130	中	208	0.15–0.75s	0.15–0.75s		偏亮	0.0014	精灵图 多发射器(14)	
Sororitas_Divine Intervention_ Battleground	Z	对得上	1.10	0.091	中	272	3.00–3.00s	3.00–3.00s		两边都空	0.0000	精灵图 多发射器(13)	
Squig_Explosion	Z	对得上	0.99	0.008	中	379	0.15–1.50s	0.15–0.30s	导出提前 1.50s 结束	偏暗	0.0003	精灵图 多发射器(9)	
StimulateEffect	Z	对得上	1.32	0.279	中	333	0.30–2.00s	0.15–2.00s		偏暗	0.0009	精灵图 多发射器(9) Sprite	
Summon_Generic	Z	对得上	0.87	0.139	中	219	0.15–0.75s	0.15–1.00s	导出多播到 1.00s	两边都空	0.0000	精灵图 5发射器	
Swarm Card Merge VFX	Z	对得上	1.24	0.215	中	443	0.15–3.00s	0.15–0.30s	导出提前 3.00s 结束	只有原版有	0.0005	精灵图 3发射器	
Sword_10x_EC	Z	对得上	1.01	0.008	中	363	0.50–3.00s	0.50–3.00s		对得上	0.0017	Mesh粒子 精灵图 多发射器(21) 抓屏扭曲	
Talent_Warmaster	Z	对得上	1.00	0.000	中	469	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 6发射器	
Tap Blue Glow	Z	对得上	1.30	0.259	中	214	0.50–0.75s	0.30–0.75s		两边都空	0.0000	精灵图 2发射器	
Tap Blue Glow Blink	Z	对得上	1.27	0.237	中	262	0.15–0.30s	0.15–0.50s	导出多播到 0.50s	两边都空	0.0000	精灵图 2发射器	
Tap Green Glow	Z	对得上	1.34	0.295	中	208	0.50–0.75s	0.30–0.75s		两边都空	0.0000	精灵图 2发射器	
Tap Hit Metal Red	Z	对得上	1.03	0.033	中	246	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 3发射器	
Tap Toxic Sludge green	Z	对得上	1.01	0.010	中	216	0.15–0.30s	0.15–0.30s		两边都空	0.0000	精灵图 3发射器	
Tap squishy	Z	对得上	1.00	0.000	中	217	0.15–0.75s	0.15–0.75s		对得上	0.0001	精灵图 3发射器	
Toxic Vapors Damage	Z	对得上	1.00	0.000	中	267	0.75–2.00s	0.75–2.00s		对得上	0.0002	精灵图 6发射器	
Toxic Vapors Damage quick	Z	对得上	1.00	0.000	中	276	0.75–1.50s	0.75–1.50s		对得上	0.0002	精灵图 6发射器	
TraitorsHate_Board	Z	对得上	1.32	0.277	中	476	0.15–1.50s	0.15–2.00s	导出多播到 2.00s	偏亮	0.0009	精灵图 3发射器	
UnstableEffect_WaaaghEnergy	Z	对得上	0.73	0.316	中	306	0.15–2.00s	0.15–2.00s		对得上	0.0009	Mesh粒子 精灵图 多发射器(19) Matcap/Sprite/抓屏扭曲	
Vanguard Onslaught Board	Z	对得上	1.06	0.059	中	273	0.15–1.00s	0.15–1.50s	导出多播到 1.50s	对得上	0.0001	精灵图 多发射器(19) 拖尾	
Waaagh_Lightning	Z	对得上	1.09	0.088	中	209	0.30–1.00s	0.30–1.00s		对得上	0.0000	精灵图 多发射器(11)	
Arco-Flagellant Strike	Z	对得上	1.02	0.016	低	123	0.15–0.15s	0.15–0.15s		偏亮	0.0001	精灵图 多发射器(8)	
Backstab Dagger Intense	Z	对得上	0.87	0.143	低	94	0.50–1.00s	0.50–1.00s		偏亮	0.0001	Mesh粒子 精灵图 多发射器(12) Matcap/抓屏扭曲	
BlackCrusade_Battleground	Z	对得上	0.99	0.015	低	183	0.30–3.00s	0.30–3.00s		对得上	0.0001	Mesh粒子 精灵图 多发射器(11) Matcap/抓屏扭曲	
BlackCrusade_Battleground repeat	Z	对得上	0.97	0.028	低	173	0.30–3.00s	0.30–3.00s		对得上	0.0000	Mesh粒子 精灵图 多发射器(12) Matcap/抓屏扭曲	
Blast_Plasma_Sentinel_twinlink	Z	对得上	1.22	0.201	低	85	0.30–1.00s	0.30–1.00s		对得上	0.0002	精灵图 多发射器(49) 抓屏扭曲	
Buff_SW_Lightning	Z	对得上	1.07	0.067	低	135	0.50–1.50s	0.50–1.50s		对得上	0.0001	Mesh粒子 精灵图 多发射器(12) Matcap	
Buff_SW_Rune_Blizzard	Z	对得上	1.01	0.007	低	128	0.30–2.00s	0.50–2.00s		对得上	0.0004	精灵图 多发射器(9)	
Buff_SW_Rune_Lightning	Z	对得上	1.08	0.081	低	69	0.75–0.75s	0.50–0.75s		对得上	0.0004	精灵图 多发射器(9)	
Buff_SW_Rune_Tornado	Z	对得上	1.03	0.032	低	94	0.50–2.00s	0.50–2.00s		对得上	0.0004	精灵图 多发射器(9)	
BulletImpact_1hit_trail_ork	Z	对得上	1.14	0.134	低	94	0.15–0.15s	0.15–0.15s		偏亮	0.0001	精灵图 多发射器(18)	
BulletImpact_2shot_trail_ork_NEW	Z	对得上	1.14	0.129	低	120	0.15–0.75s	0.15–0.75s		对得上	0.0001	Mesh粒子 精灵图 多发射器(23) Matcap	
BulletImpact_4shot_trail	Z	对得上	1.14	0.130	低	101	0.50–0.50s	0.50–0.50s		偏亮	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap	
BulletImpact_4shot_trail_twinlink	Z	对得上	1.24	0.212	低	187	0.50–0.75s	0.50–0.75s		对得上	0.0001	Mesh粒子 精灵图 多发射器(32) Matcap	
BulletImpact_5shot_trail	Z	对得上	1.08	0.081	低	79	0.15–0.15s	0.15–0.15s		对得上	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap	
BulletImpact_5shot_trail_ork	Z	对得上	1.14	0.128	低	76	0.15–0.75s	0.15–0.75s		对得上	0.0002	Mesh粒子 精灵图 多发射器(23) Matcap	
BulletImpact_5shot_trail_ork_low	Z	对得上	1.14	0.128	低	76	0.15–0.75s	0.15–0.75s		对得上	0.0002	Mesh粒子 精灵图 多发射器(23) Matcap	
BulletImpact_6shot_autocannon_EC	Z	对得上	1.01	0.009	低	126	0.15–0.50s	0.15–0.50s		对得上	0.0002	Mesh粒子 精灵图 多发射器(38) Matcap	
BulletImpact_9shot_trail	Z	对得上	1.12	0.117	低	88	0.15–0.75s	0.15–0.75s		对得上	0.0003	Mesh粒子 精灵图 多发射器(20) Matcap	
BulletImpact_9shot_trail_EC	Z	对得上	1.04	0.041	低	197	0.15–1.00s	0.15–1.00s		对得上	0.0005	Mesh粒子 精灵图 多发射器(20) Matcap/拖尾	
BulletImpact_9shot_trail_EC_twinlink	Z	对得上	1.21	0.187	低	85	0.75–1.00s	0.75–1.00s		对得上	0.0002	Mesh粒子 精灵图 多发射器(40) Matcap	
BulletImpact_9shot_trail_chaos	Z	对得上	1.00	0.000	低	115	0.15–0.75s	0.15–0.75s		对得上	0.0001	Mesh粒子 精灵图 多发射器(20) Matcap/拖尾	
BulletImpact_Bolter_Large Area	Z	对得上	1.34	0.296	低	87	0.75–0.75s	0.15–0.75s		对得上	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap	
BulletImpact_ChaosMissile	Z	对得上	1.06	0.061	低	83	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(26) Matcap/抓屏扭曲	
BulletImpact_DCannon	Z	对得上	0.99	0.010	低	70	1.50–2.00s	1.50–2.00s		对得上	0.0012	精灵图 多发射器(20)	
BulletImpact_DCannon_twinlink	Z	对得上	1.00	0.000	低	98	1.50–2.00s	1.50–2.00s		对得上	0.0015	精灵图 多发射器(40)	
BulletImpact_DeathSpinner	Z	对得上	1.00	0.003	低	193	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(11)	
BulletImpact_DeathSpinner_spider	Z	对得上	1.17	0.156	低	94	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(13) UI/文字	
BulletImpact_DeathSpinner_spider_twinlink	Z	对得上	1.20	0.184	低	197	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(26) UI/文字	
BulletImpact_DesolationMissile	Z	对得上	0.97	0.034	低	78	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(23) Matcap	
BulletImpact_Gordrang	Z	对得上	1.16	0.151	低	71	0.75–0.75s	0.75–0.75s		对得上	0.0001	Mesh粒子 精灵图 多发射器(21) Matcap	
BulletImpact_Grenade_ThumpGun	Z	对得上	0.97	0.032	低	195	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(20) Matcap	
BulletImpact_Kroot_KrootGun OLD	Z	对得上	1.00	0.000	低	67	0.50–0.50s	0.50–0.50s		只有导出有	0.0000	精灵图 多发射器(13)	
BulletImpact_Kroot_KrootRifle	Z	对得上	1.00	0.000	低	65	0.50–0.50s	0.50–0.50s		两边都空	0.0000	精灵图 多发射器(13)	
BulletImpact_Kroot_KrootScattergun	Z	对得上	1.00	0.000	低	77	0.50–1.00s	0.50–1.00s		只有原版有	0.0003	精灵图 多发射器(13)	
BulletImpact_Lascannon_2shots	Z	对得上	1.12	0.116	低	105	1.50–1.50s	1.50–1.50s		对得上	0.0010	精灵图 多发射器(19)	
BulletImpact_Lascannon_twinlink	Z	对得上	1.02	0.022	低	62	1.50–1.50s	1.50–1.50s		对得上	0.0012	精灵图 多发射器(38)	
BulletImpact_Lascannon_twinlink_dread	Z	对得上	1.18	0.165	低	152	1.00–1.50s	1.00–1.50s		对得上	0.0019	精灵图 多发射器(38)	
BulletImpact_MissileToTarget	Z	对得上	1.00	0.000	低	71	0.15–0.15s	0.15–0.15s		对得上	0.0000	Mesh粒子 精灵图 多发射器(24) Matcap	
BulletImpact_MissileToTarget_Orks	Z	对得上	1.00	0.000	低	70	0.15–0.15s	0.15–0.15s		对得上	0.0000	Mesh粒子 精灵图 多发射器(24)	
BulletImpact_Morgrim	Z	对得上	1.20	0.186	低	73	0.75–0.75s	0.75–0.75s		对得上	0.0002	Mesh粒子 精灵图 多发射器(21) Matcap	
BulletImpact_RandomShitGo	Z	对得上	1.14	0.128	低	79	0.15–0.75s	0.15–0.75s		对得上	0.0002	Mesh粒子 精灵图 多发射器(58) Matcap/抓屏扭曲	
BulletImpact_Saboteur_DetonatorOnly	Z	对得上	1.00	0.000	低	177	0.15–1.50s	0.15–1.50s		对得上	0.0000	精灵图 4发射器 Matcap	
BulletImpact_Shuriken_Long_twinlink	Z	对得上	0.77	0.256	低	83	0.75–1.00s	1.00–1.00s		只有原版有	0.0000	精灵图 多发射器(30)	
BulletImpact_Tyranid_Barblauncher	Z	对得上	1.04	0.036	低	168	0.15–0.15s	0.15–0.50s	导出多播到 0.50s	两边都空	0.0000	Mesh粒子 精灵图 多发射器(11) Matcap/拖尾	
BulletImpact_Tyranid_Big	Z	对得上	1.02	0.019	低	151	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(13) 拖尾	
BulletImpact_Tyranid_Small	Z	对得上	1.02	0.016	低	161	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 多发射器(13) 拖尾	
BulletImpact_Tyranid_Stranglethorn_Dual	Z	对得上	0.99	0.008	低	179	0.50–0.50s	0.50–0.50s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(28) 拖尾	
BulletImpact_ValkyrieMissile	Z	对得上	1.00	0.000	低	89	0.15–0.50s	0.15–0.50s		对得上	0.0002	Mesh粒子 精灵图 多发射器(20) Matcap/抓屏扭曲	
BulletImpact_autocannon	Z	对得上	1.12	0.117	低	124	0.75–0.75s	0.75–0.75s		对得上	0.0000	Mesh粒子 精灵图 多发射器(15) Matcap	
BulletImpact_autocannon_rapid	Z	对得上	1.01	0.013	低	64	0.15–0.15s	0.15–0.15s		对得上	0.0001	精灵图 多发射器(15)	
BulletImpact_gatling_1s	Z	对得上	1.32	0.276	低	83	0.75–1.00s	0.75–1.50s	导出多播到 1.50s	对得上	0.0001	Mesh粒子 精灵图 多发射器(15) Matcap	
BulletImpact_stormbolter_4shots	Z	对得上	1.05	0.045	低	73	0.15–0.15s	0.15–0.15s		对得上	0.0000	Mesh粒子 精灵图 多发射器(32) Matcap	
BulletImpact_stormbolter_6shots	Z	对得上	1.05	0.047	低	69	0.15–0.15s	0.15–0.15s		对得上	0.0001	Mesh粒子 精灵图 多发射器(32) Matcap	
BulletTrail_Single	Z	对得上	1.18	0.162	低	133	0.50–0.75s	0.50–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(9)	
CoordinatedEngagement	Z	对得上	1.05	0.045	低	164	0.15–1.50s	0.15–1.50s		对得上	0.0004	精灵图 多发射器(23) Sprite/抓屏扭曲	
CreateCard	Z	对得上	1.04	0.036	低	106	1.50–1.50s	0.50–1.50s		对得上	0.0006	精灵图 多发射器(14)	
CreateCard BlackLegion	Z	对得上	1.04	0.043	低	103	1.50–1.50s	0.50–1.50s		对得上	0.0006	精灵图 多发射器(14)	
CreateCard Gold	Z	对得上	1.16	0.153	低	128	0.30–1.50s	0.30–1.50s		对得上	0.0006	精灵图 多发射器(14)	
CreateCard_Tau	Z	对得上	1.00	0.000	低	174	0.50–1.50s	0.50–1.50s		对得上	0.0003	精灵图 多发射器(13)	
Cut EC	Z	对得上	0.99	0.010	低	68	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 6发射器	
Cut EC 3x	Z	对得上	0.99	0.010	低	78	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(12)	
Cut EC Reverse	Z	对得上	0.99	0.010	低	68	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 6发射器	
Cut EC sword 7x warlord	Z	对得上	0.98	0.017	低	108	0.15–2.00s	0.15–2.00s		两边都空	0.0000	精灵图 多发射器(24)	
Cut Wulfen SW	Z	对得上	1.01	0.012	低	181	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 多发射器(8)	
Cut Wulfen SW Double	Z	对得上	1.01	0.009	低	194	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(20)	
Cut Wulfen SW Reverse	Z	对得上	1.01	0.013	低	177	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 多发射器(8)	
Death Cult Strike	Z	对得上	1.01	0.009	低	113	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 6发射器	
Environmental Condition Black Legion Daemonic Feast	Z	对得上	0.83	0.189	低	102	3.00–3.00s	3.00–3.00s		偏亮	0.0001	Mesh粒子 精灵图 多发射器(71) 抓屏扭曲	
Environmental Condition GSC Sump Overspill OLD	Z	对得上	1.00	0.000	低	135	0.75–3.00s	0.75–3.00s		对得上	0.0000	精灵图 多发射器(42)	
Environmental Condition GSC Toxic Fumes	Z	对得上	0.96	0.043	低	97	1.50–3.00s	1.50–3.00s		对得上	0.0000	精灵图 多发射器(29)	
EnvironmentalCondition Saim Hann Blackout	Z	对得上	1.20	0.186	低	111	2.00–2.00s	2.00–3.00s	导出多播到 3.00s	对得上	0.0000	精灵图 多发射器(70)	
EnvironmentalCondition Ultramarines Aerial Clash	Z	对得上	0.96	0.039	低	150	1.50–3.00s	1.50–3.00s		对得上	0.0000	Mesh粒子 精灵图 多发射器(63) Matcap/场景烘焙	
FeedingFrenzy	Z	对得上	1.08	0.081	低	182	0.15–1.50s	0.15–1.50s		对得上	0.0013	精灵图 多发射器(11)	
Forewarned_Board	Z	对得上	0.98	0.020	低	75	1.50–1.50s	1.50–1.50s		偏亮	0.0002	精灵图 3发射器	
Goff_UnbridledCarnageEffect	Z	对得上	1.01	0.011	低	158	0.15–0.30s	0.15–0.30s		两边都空	0.0000	精灵图 多发射器(10)	
Goff_WaaaghRed	Z	对得上	0.95	0.050	低	190	0.15–1.00s	0.15–1.00s		对得上	0.0002	Mesh粒子 精灵图 6发射器	
HuntMark_StackEffect	Z	对得上	1.05	0.047	低	69	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(12) Sprite	
HuntMark_User	Z	对得上	1.03	0.030	低	86	0.50–1.50s	0.50–1.50s		对得上	0.0002	精灵图 5发射器	
MasterOfExecutions	Z	对得上	0.99	0.009	低	120	0.30–0.30s	0.30–0.30s		两边都空	0.0000	精灵图 多发射器(8)	
Offensive_Sweeping_Infestation_Target	Z	对得上	0.97	0.027	低	132	0.15–0.30s	0.15–0.30s		两边都空	0.0000	精灵图 多发射器(10)	
Ork Environmental Condition Spore Clouds	Z	对得上	1.00	0.000	低	168	3.00–3.00s	3.00–3.00s		偏暗	0.0000	Mesh粒子 精灵图 多发射器(50)	
OrkBuff_Snakebitez_1_Quick	Z	对得上	0.96	0.040	低	177	0.30–0.75s	0.30–0.75s		偏暗	0.0001	Mesh粒子 精灵图 6发射器 Sprite	
Recon Scan	Z	对得上	1.23	0.207	低	140	0.15–1.50s	0.15–1.50s		对得上	0.0002	精灵图 多发射器(8) Sprite	
Recon Scan 2	Z	对得上	1.00	0.005	低	146	0.15–1.50s	0.15–1.50s		对得上	0.0002	精灵图 5发射器 Sprite	
Shadow_Projectile	Z	对得上	0.90	0.103	低	119	0.15–0.30s	0.15–0.30s		对得上	0.0000	精灵图 多发射器(12)	
Shadow_Projectile_EC	Z	对得上	1.01	0.006	低	117	0.15–2.00s	0.15–2.00s		对得上	0.0002	精灵图 多发射器(12)	
Shadow_Projectile_GSC_Invulnerable	Z	对得上	1.01	0.013	低	123	0.15–2.00s	0.15–2.00s		对得上	0.0000	精灵图 多发射器(14)	
Space Wolves Summon	Z	对得上	1.12	0.111	低	83	0.50–2.00s	0.50–2.00s		只有导出有	0.0001	Mesh粒子 精灵图 多发射器(15) Matcap	
Space Wolves Summon Wolves	Z	对得上	1.12	0.111	低	83	0.50–2.00s	0.50–2.00s		只有导出有	0.0001	Mesh粒子 精灵图 多发射器(15) Matcap	
Tidewall Gunrig	Z	对得上	1.25	0.221	低	87	0.15–0.75s	0.15–1.50s	导出多播到 1.50s	对得上	0.0000	精灵图 多发射器(19) Sprite/抓屏扭曲	
Whip Attack EC Daemon	Z	对得上	0.99	0.010	低	84	0.75–1.00s	0.75–1.00s		偏暗	0.0014	精灵图 多发射器(10) Matcap	
